geo,tweet,user_handle,location,cleaned_tweets
,RT @royaltyuso: How is Delta State so quickly purchasing and installing ventilators but #Nigeria as a country doesn’t seem able to? #COVID19,iamMista_jay,Abuja, how is delta state so quickly purchasing and installing ventilators but nigeria as a country doesn t seem able to covid
,Please stay home and #breakthechain. We have already lost a precious life to #COVID19 and we really don't want it t… https://t.co/n2Jd5cNkBJ,Daanish_Bhat,Srinagar J&K,please stay home and breakthechain we have already lost a precious life to covid and we really don t want it t
,"RT @thelastanna: I am an emergency physician. My increased exposure means that I have chosen to isolate from my family, to keep them safe.…",KevinAtp,London, i am an emergency physician my increased exposure means that i have chosen to isolate from my family to keep them safe
,"RT @OECD: More than 9⃣0⃣0⃣ million children are currently affected by school closures in 100+ countries.

As #education systems massively m…",amccloat,"Sligo, Ireland", more than million children are currently affected by school closures in countries as education systems massively m
,@HelenCroft14 @terrychristian @RachelAshleyVox @AlisonKMurray @emmyzen @KatKatisha @VivaPipLeaver @mrjamesob 10 000… https://t.co/xCVuLZmU8y,AcademyOfRock,Worldwide Network,
,RT @ANCALERTS: Lawyer Rico Quicho tells ABS-CBN that he and 9 other lawyers now preparing criminal case vs Sen. @SenKokoPimentel for violat…,Rpntlaa007,, lawyer rico quicho tells abs cbn that he and other lawyers now preparing criminal case vs sen for violat
,"RT @Gidi_Traffic: ""@gidifeedtv: Disinfection of Murtala Muhammed International Airport, Lagos and other airports to curb the spread of #COV…",Ab9starr,Nigeria, traffic disinfection of muala muhammed international airpo lagos and other airpos to curb the spread of cov
,"RT @tmprowell: HELP! I have a family member in Orange County, CA on a vent in critical condition for #COVID19. We are urgently seeking a pe…",amichaca1,, help i have a family member in orange county ca on a vent in critical condition for covid we are urgently seeking a pe
,RT @tv9gujarati: Jana Sena chief Pawan Kalyan announces to donate Rs 1 crore to Prime Minister's National Relief Fund &amp; Rs 50 lakh each to…,Rajeshchowhan81,, jana sena chief pawan kalyan announces to donate rs crore to prime minister s national relief fund rs lakh each to
,@javed_galaria @cricketaakash Of course. That's why he is thinking with it (😘 #COVID19 ).,g9_gun,,galaria of course that s why he is thinking with it covid
,How can YOU support others during the current financial crisis? my company took a bold decision to buy upfront serv… https://t.co/l6CwrjO7PA,horovits,#StartUpNation,how can you suppo others during the current financial crisis my company took a bold decision to buy upfront serv
,"RT @DrJacobsRad: Again, one week too late. Hundreds of thousands of people have returned from abroad. Some have brought COVID-19 with them.…",Country46335953,, again one week too late hundreds of thousands of people have returned from abroad some have brought covid with them
,RT @VictorAfrica: I'm @Powerfm987 #POWERTalk 10h00 to 11h00 to analyse the economic impact of #COVID19 with @AldrinSampear I trust we will…,AlectronaConsul,, i m powealk h to h to analyse the economic impact of covid with i trust we will
,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/Dze6Euzyiq",nahowes,"Northamptonshire, UK",help slow the spread of covid and identify at risk cases sooner by self repoing your symptoms daily even if y
,"A fantastic initiative 👏👏
I'd love to see it continued after #COVID19 
Could we extend this now to get vulnerable o… https://t.co/dLLzsLRhHU",Sabina_Brennan,Ireland,a fantastic initiative i d love to see it continued after covid could we extend this now to get vulnerable o
,"She attempted suicide by trying to explode a gas cylinder in her room at Apo Resettlement (Zone B) Abuja.
The man (… https://t.co/SaBsapIewO",AbujaInformant,"Abuja, Nigeria",she attempted suicide by trying to explode a gas cylinder in her room at apo resettlement zone b abuja the man
,RT @MY_Airports: Last night KUL welcomed the arrival of 2 cargo flights carrying essential medical supplies in aid of the fight against #CO…,ellyphvnt,bawah langit, airpos last night kul welcomed the arrival of cargo flights carrying essential medical supplies in aid of the fight against co
,"RT @asialegal_vn: Vietnam to temporarily suspend visa exemption for citizens of Belarus, Russia, Japan

View more at:
https://t.co/XFJ5kDWU…",ConventusArb,Asia, vn vietnam to temporarily suspend visa exemption for citizens of belarus russia japan view more at
,"RT @papapappan: @ICICIBank_Care In absense of work/salary due to total lockdown, I am unable to pay my credit card bills. Requesting you, n…",RajivRanjanRa16,looking my post visit like, care in absense of work salary due to total lockdown i am unable to pay my credit card bills requesting you n
,"RT @MAJIDNISAR: ""The #Irony would be If #We #ComeOut of this #Unchanged! "" 
—MajidNisar
#CoronaVirus #Covid19 #Humanity #ComeOut #Unchanged…",Saimz_,, the irony would be if we comeout of this unchanged majidnisar coronavirus covid humanity comeout unchanged
,"RT @JoannaCannon: My cousin has passed away from #COVID19 .
I wouldn’t have posted, except to show how this virus is trespassing into all o…",sarahhenry2002,Yorkshire , my cousin has passed away from covid i wouldn t have posted except to show how this virus is trespassing into all o
,RT @AimraIndia: @nsitharaman Due to #COVID19 crisis and National lockdown; businesses have shut down completely. It’s difficult for traders…,MihaniVijay,, due to covid crisis and national lockdown businesses have shut down completely it s difficult for traders
,"RT @healthgovau: THURSDAY UPDATE: Coronavirus (#COVID19)

What's new:
- Current status
- Resources

Read more: https://t.co/1jBzvPg3uA http…",southburnett,Australia, thursday update coronavirus covid what s new current status resources read more http
,RT @ChrisHazzardSF: Workers are walking off jobs all over the world as rogue employers prioritise profit over public health #COVID19,United19jack,, workers are walking off jobs all over the world as rogue employers prioritise profit over public health covid
,RT @STPIHyderabad: @STPIHYDERABAD contact details for seamless delivery of #STPIINDIA services during the threat of #COVID19 to ensure busi…,STPIHyderabad,"6Q3, 6th floor, Cyber Towers, HITEC City, Madhapur, Hyderabad, Telangana 500081", contact details for seamless delivery of stpiindia services during the threat of covid to ensure busi
,"RT @valtyrthors: Iceland has performed rather extensive screening in asymptomatic people. As of today, 433 children &lt;10yo were tested and N…",quirkemi,"Dublin, Ireland", iceland has performed rather extensive screening in asymptomatic people as of today children yo were tested and n
,RT @ABSCBNNews: JUST IN: Marikina City Mayor Marcy Teodoro says DOH disapproved Marikina COVID-19 Testing Center due to location. | via @ad…,Rorowyourhoah,💙❤💛, just in marikina city mayor marcy teodoro says doh disapproved marikina covid testing center due to location via
,"RT @Senator_Baloch: From the very beginning of #Corona crisis in #Pakistan there is huge gap of #coordination, #consultation, #cooperation…",AbdulGh39318475,, baloch from the very beginning of corona crisis in pakistan there is huge gap of coordination consultation cooperation
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",ShaSherNat2,, as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,RT @WHO: Media briefing on #COVID19 with @DrTedros. #coronavirus https://t.co/4xooJ592ys,WisdomOverseas1,"Hyderabad, India", media briefing on covid with coronavirus
,"RT @WHONigeria: #COVID19
#MythVsFacts
Myth: #COVID-19 can be transmitted by mosquito bites.
Fact: #COVID-19 cannot be transmitted through m…",SargeMix,Lekki, covid mythvsfacts myth covid can be transmitted by mosquito bites fact covid cannot be transmitted through m
,"RT @gulf_news: #COVID-19: Stay home, stay safe. Let’s stop coronavirus https://t.co/xhhnnOLCq2",AbdulHamidAhmad,Dubai UAE, news covid stay home stay safe let s stop coronavirus
,RT @MigunaMiguna: It is ridiculous for Despot Uhuru Kenyatta to tell the unemployed and others who have been ordered to stay at home that t…,lad_of_realisMM,In Thy Presence., it is ridiculous for despot uhuru kenyatta to tell the unemployed and others who have been ordered to stay at home that t
,RT @Shantanu1009: This tweet was made by @WHO on 14 jan. Told the world that #COVID19 doesn't spread from human to human. By trusting @WHO…,manjul_abhishek,, this tweet was made by on jan told the world that covid doesn t spread from human to human by trusting
,"RT @thecableng: Coronavirus is punishment from God, says Keyamo | TheCable https://t.co/OuCmFkdd1n #COVID19 https://t.co/uKEo0VwFCC",ovigho,lagos, coronavirus is punishment from god says keyamo thecable covid
,RT @Senator_Baloch: Govt of #Pakistan must also restore suspended #internet facilities of different districts of #Makran &amp; #Kalat Division…,Mashkelinews,"دبي, الامارات العربية المتحدة", baloch govt of pakistan must also restore suspended internet facilities of different districts of makran kalat division
,RT @BCWomensHosp: A big thank you to our dedicated cafeteria team at BC Children's and BC Women's hospitals. Help them by limiting your int…,DrRFernandez,"Vancouver, British Columbia", a big thank you to our dedicated cafeteria team at bc children s and bc women s hospitals help them by limiting your int
,"The largest rescue package in American history!
U.S. Senate passes 2-tln-USD stimulus package to blunt #COVID19 fal… https://t.co/aS5E0lw5U5",EmmaMThomas2,,the largest rescue package in american history u s senate passes tln usd stimulus package to blunt covid fal
,"RT @val_adell: Due to #COVID19 aka #Coronavirus Ill be sending the first 500 people to like &amp; retweet this $300 -$1500 through CashApp, App…",that_boy_ponce,"Houston, TX", adell due to covid aka coronavirus ill be sending the first people to like retweet this through cashapp app
,"RT @airnewsalerts: JanaSena Party chief Pawan Kalyan to donate Rs. One Crore to Prime Minister’s National Relief fund

#IndiaFightsCorona…",vamsireddy1218,"Hyderabad, India", janasena pay chief pawan kalyan to donate rs one crore to prime minister s national relief fund indiafightscorona
,"RT @healthgovau: THURSDAY UPDATE: Coronavirus (#COVID19)

What's new:
- Current status
- Resources

Read more: https://t.co/1jBzvPg3uA http…",RA762,Sunniest window sill in Sydney, thursday update coronavirus covid what s new current status resources read more http
,RT @echo360: We have created a list of Echo360 #COVID-19 resources on our home page for users. https://t.co/vOUAL7GWNV #video #edtech https…,UoE_LTW,University of Edinburgh , we have created a list of echo covid resources on our home page for users video edtech https
,"RT @stpiindia: If you have fever, cough, breathing difficulty, travel history to affected countries or contacted #COVID19 patient, get your…",talk2banna,"Jaipur, India", if you have fever cough breathing difficulty travel history to affected countries or contacted covid patient get your
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",anl73,, as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,"RT @cravecreative: Think about that folks.
They manufactured a furry little toy resembling the very virus that is now killing people worldw…",BinCognitoNr1,, think about that folks they manufactured a furry little toy resembling the very virus that is now killing people worldw
,"RT @davidalim: A few issues here:

1.) China has definitely tested more people for #COVID19 than the United States at this point.
2.) Compa…",rwmccl_ray,North Idaho, a few issues here china has definitely tested more people for covid than the united states at this point compa
,"Hon'ble All,🕛ToHelpAffectedNationsFrom #Covid19.Nullifying #Covid19 Effects Save #Lives;🌐&amp; #Economy📈.🌐Leaders,#UN,M… https://t.co/ghLiMnVSNh",allequality2017,#PEACE#LOVE#HUMANITY#EQUALITY,hon ble all tohelpaffectednationsfrom covid nullifying covid effects save lives economy leaders un m
,"RT @rw_chambers: We will prevail, together! 
Kita Tabah Bersama! 

#COVID19 #rwc #justright #lockdownmalaysia https://t.co/j5lVxKs6pf",ConventusArb,Asia, chambers we will prevail together kita tabah bersama covid rwc justright lockdownmalaysia
,RT @RT_com: North Korea on #COVID19 alert says still no cases https://t.co/bZh9NGfUlB,fathun6663,Maldives, com noh korea on covid ale says still no cases
,"RT @billbirtles: Mandatory #COVID19 tests, mandatory quarantine at a designated location for all those flying into #Beijing from abroad, in…",kate_eviva,Australia, mandatory covid tests mandatory quarantine at a designated location for all those flying into beijing from abroad in
,"RT @airnewsalerts: JanaSena Party chief Pawan Kalyan to donate Rs. One Crore to Prime Minister’s National Relief fund

#IndiaFightsCorona…",PSPKfanatic,Trichy / Visakhapatnam, janasena pay chief pawan kalyan to donate rs one crore to prime minister s national relief fund indiafightscorona
,"RT @WHO: #BeActive and stay #HealthyAtHome ! Here are some physical activities you can do at home during #COVID19 outbreak:

🤸‍Try exercise…",RafaellaaAnna,"Warsaw, Poland", beactive and stay healthyathome here are some physical activities you can do at home during covid outbreak try exercise
,RT @eurodad: New discussion paper #RepeatPrescription explores how @worldbank promotes the private sector in #health &amp; #education in the gl…,lowcausse,quelque part ailleurs, new discussion paper repeatprescription explores how promotes the private sector in health education in the gl
,"RT @MoneylifeIndia: COVID-19 Lockdown: Say yes to essentials, no to hoarding https://t.co/MDp4bsyjDz
@suchetadalal @Moneylifers @yogtoday #…",pallav8,, covid lockdown say yes to essentials no to hoarding
,RT @thaispicytravel: So our wedding has been postponed for obvious reasons and we had 115 chocolate Lindt bunnies as wedding favours - time…,_hwanhwan,, so our wedding has been postponed for obvious reasons and we had chocolate lindt bunnies as wedding favours time
,RT @thaispicytravel: So our wedding has been postponed for obvious reasons and we had 115 chocolate Lindt bunnies as wedding favours - time…,papaucastro95,ǝɔɐld plnɐɯɯᴉɹƃ, so our wedding has been postponed for obvious reasons and we had chocolate lindt bunnies as wedding favours time
,"RT @AlonBenMeir: While the coronavirus outbreak was declared a pandemic, Mexican president #LópezObrador spent his time attending mass publ…",CenkBajari,, while the coronavirus outbreak was declared a pandemic mexican president l pezobrador spent his time attending mass publ
,RT @airnewsalerts: Appolo hospitals gets ICMR approvals to start COVID- 19 tests. To open isolation rooms from Saturday in five cities for…,sudeshsudhi,, appolo hospitals gets icmr approvals to sta covid tests to open isolation rooms from saturday in five cities for
,"RT @ProfAkinAbayomi: #COVID19Lagos Updates.
*️⃣As at 7.10am on 25th March, 2020, one new #COVID19 case was confirmed and by 11.36pm of the…",Reliancehmo,Nigeria, covid lagos updates as at am on th march one new covid case was confirmed and by pm of the
,"RT @IndiaToday: With no access to crucial information and guidelines on #coronavirus, doctors say they feel helpless. #COVID19

https://t.c…",epawitter1,"Bengaluru, India", with no access to crucial information and guidelines on coronavirus doctors say they feel helpless covid
,"Mahabharata won in 18 days, battle against coronavirus will take 21 days, says PM Modi
https://t.co/EVEl49qOZY… https://t.co/ZqGnIY9yfW",ihirenjoshi1111,"Rajkot, India",mahabharata won in days battle against coronavirus will take days says pm modi
,"RT @BuffyWicks: Due to #COVID19, @CoveredCA has opened a special enrollment period. You can apply now for coverage if you are uninsured and…",BuffyWicks,"Oakland, CA", due to covid has opened a special enrollment period you can apply now for coverage if you are uninsured and
,"RT @thelastanna: I am an emergency physician. My increased exposure means that I have chosen to isolate from my family, to keep them safe.…",vijay4joe,India, i am an emergency physician my increased exposure means that i have chosen to isolate from my family to keep them safe
,RT @eNCA: @ThembiMrototo will bring you the latest on #CoronavirusPandemic on #NightLine. #SouthAfricaLockdown #COVID-19SA https://t.co/5zp…,R_beat77,, will bring you the latest on coronaviruspandemic on nightline southafricalockdown covid sa
,"RT @moronhumor: Holy Momos 😳😳😳😳😳😳

#COVID19 #CoronaVirus https://t.co/yy74lYQXST",sanjay3356,India, holy momos covid coronavirus
,"RT @zlj517: #COVID19 epidemic once again proves that mankind is a community with a shared future. In the face of #COVID19, how terrible the…",HeroGuo3,, covid epidemic once again proves that mankind is a community with a shared future in the face of covid how terrible the
,RT @KenyanMutwiri: This kid is more creative than our agriculture CS and Baba #Kenyans #COVID19KE #AgricAndCovid19 #NgatiaSupportsGOk #Curf…,MrsEgesa,World, this kid is more creative than our agriculture cs and baba kenyans covid ke agricandcovid ngatiasupposgok curf
,"RT @Seattle2019nCov: This article has been circulating widely today -- for good reason. It's worth reading.

It's also long, so this thread…",BethRickenbaker,"Cameron, South Carolina", this aicle has been circulating widely today for good reason it s woh reading it s also long so this thread
,"RT @ProfAkinAbayomi: We need to TakeResponsibility by taking #Socialdistancing seriously.

By acting positively and taking responsibility i…",Exqusite_jay,Abuja, we need to takeresponsibility by taking socialdistancing seriously by acting positively and taking responsibility i
,"RT @Arakan_Today: #Myanmar 
Seven students were sentenced to one month in prison for protesting Internet cutting (blocking) in #Arakan and…",Nayzawphyo117,, today myanmar seven students were sentenced to one month in prison for protesting internet cutting blocking in arakan and
,"RT @thelastanna: I am an emergency physician. My increased exposure means that I have chosen to isolate from my family, to keep them safe.…",firstaidandmore,, i am an emergency physician my increased exposure means that i have chosen to isolate from my family to keep them safe
,"RT @ABSCBNNews: 3 senators have tested positive for #COVID19. 

Senator Zubiri tests positive for COVID-19 https://t.co/nOPxQItSfw

Senator…",lynabellana25,"Pasay City, National Capital R", senators have tested positive for covid senator zubiri tests positive for covid senator
,RT @SantanSinghNeg2: Sparsh Fever Detection Camera is applied in govt. Buildings! #FeverDetectionCamera #COVID19 be safe #sparsh #sparshcctv,sumit_behl,Noida, sparsh fever detection camera is applied in govt buildings feverdetectioncamera covid be safe sparsh sparshcctv
,RT @trustedblog1: Can you All Imagine 🇳🇬Chinese or Japanese National  Showing Sign Of Sickness (#CoronaVirus ) Seen Transported In a Hilux…,Belemc,Nigeria, can you all imagine chinese or japanese national showing sign of sickness coronavirus seen transpoed in a hilux
,"RT @RepHartzler: Just as @realDonaldTrump reduced our dependence on  Middle East oil, we should also reduce our dependence on #China for ou…",kiml2019,Hong Kong, just as reduced our dependence on middle east oil we should also reduce our dependence on china for ou
,"RT @DhesiMD: Flatten the curve. #COVID19 

By slowing it down or flattening it, we're not going to decrease the total number of cases, we'r…",0hbiteme,orbiting fucking saturn, flatten the curve covid by slowing it down or flattening it we re not going to decrease the total number of cases we r
,"RT @DDNewslive: At the epicentre of #COVID19 in Rajasthan, Government Hospital in Bhilwara, doctors are working round the clock to beat #co…",nagar9027,"Delhi, India", at the epicentre of covid in rajasthan government hospital in bhilwara doctors are working round the clock to beat co
,RT @BBhuttoZardari: It has been Pakistan Peoples Party’s position for some time that federal government must renegotiate its ruinous deal w…,naweed_sadozai,Kotli Azad Kashmir / Abu Dhabi, it has been pakistan peoples pay s position for some time that federal government must renegotiate its ruinous deal w
,"RT @dr_alex_gates: To the Cleaners in the NHS and all the Carers in social care, silently fighting #COVID19 for little pay, carrying on, ge…",Meduse17b,"Liverpool, England", alex gates to the cleaners in the nhs and all the carers in social care silently fighting covid for little pay carrying on ge
,"RT @india_pu: Exciting News: My dad and his team received FDA approval today for a ""splitter"" device that allows 4 patients to be on 1 vent…",DNesbethUCL,University College London, pu exciting news my dad and his team received fda approval today for a splitter device that allows patients to be on vent
,"RT @NewsNomad2: Eat it, to beat it? Hanoi chef attempt to boost morale in the Vietnamese capital by selling green, #coronavirus themed burg…",solon594bce,, eat it to beat it hanoi chef attempt to boost morale in the vietnamese capital by selling green coronavirus themed burg
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",vijayleo,Chennai, as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,"Business as usual in overcrowded Kutus market in Kirinyaga as residents ignore #coronavirus measures 

#COVID19KE… https://t.co/LBlUHboUGI",inooroke,,business as usual in overcrowded kutus market in kirinyaga as residents ignore coronavirus measures covid ke
,"RT @HSELive: While you may be anxious about #COVID19, there are things you can do to support and manage your mental health during this time…",DDLETB_OSD,"Dublin, Ireland", while you may be anxious about covid there are things you can do to suppo and manage your mental health during this time
,"RT @XHNews: WHO chief @DrTedros urged countries to use ""a second window of opportunity"" to suppress and stop transmission of #COVID19. #cor…",EnowMohamoud,"Stockholm, Mogadishu", who chief urged countries to use a second window of oppounity to suppress and stop transmission of covid cor
,"RT @BTSchair: New guidance for bronchoscopy, lung cancer services &amp; ILD. Asthma advice &amp; ideas on how to optimally manage a COVID ward expe…",Sahera90421350,, new guidance for bronchoscopy lung cancer services ild asthma advice ideas on how to optimally manage a covid ward expe
,"Joint statement by the FCA, FRC and PRA https://t.co/bmWJPpOI1Y #coronavirusuk #COVID19 #FCAupdate https://t.co/kFo7ERMNBi",TheFCA,London & Edinburgh,joint statement by the fca frc and pra coronavirusuk covid fcaupdate
,"RT @health_mdc: #COVID19 #CallToAction 

@JackMa has launched an online platform for doctors &amp; nurses around the world to exchange ideas &amp;…",Mushawangu,, mdc covid calltoaction has launched an online platform for doctors nurses around the world to exchange ideas
,"RT @IvankaTrump: “My mom is a doctor. 
She stays away from me to help you.  
Can you please stay at home to help her?”

Please do your part…",FreakyAli8,, my mom is a doctor she stays away from me to help you can you please stay at home to help her please do your pa
,"RT @ShashiTharoor: As an MP, I appeal to @PMOIndia to divert the ₹20,000 Cr earmarked for new Parliament building &amp; Central Vista to supple…",ajay_shastri,"Tamil Nadu, India", as an mp i appeal to to dive the cr earmarked for new parliament building central vista to supple
,"""The cost of hesitation may be irreversible."" #COVID19 #",gledstudio,"Milano, Lombardia",the cost of hesitation may be irreversible covid
,"RT @KevinRampling: There are 20,000 Black cab drivers kicking their heels. @BorisJohnson why don't you use them to collect &amp; drive #keywork…",AnaMVieyra,"Strabane, Northern Ireland", there are black cab drivers kicking their heels why don t you use them to collect drive keywork
,"RT @MahuaMoitra: Question to #Modiji - why are we spending only ₹15,000 cr to fight  #COVID19 but you just approved ₹20,000 cr for unnecess…",RaginiMohite,India, question to modiji why are we spending only cr to fight covid but you just approved cr for unnecess
,"@montie Is this not a little, er, late? And why develop a new type rather than scaling up production by existing ma… https://t.co/svOmSHSY3A",ZenaMarks,"Sceptical, not cynical.",is this not a little er late and why develop a new type rather than scaling up production by existing ma
,"RT @ChannelNewsAsia: Singapore is neither raising the DORSCON alert level to red, nor is it going into lockdown over #COVID19: Government h…",pxsdxys,, singapore is neither raising the dorscon ale level to red nor is it going into lockdown over covid government h
,@Infosys:Is this Guy on your pay rolls? Can you pick him up with a pair of tongs &amp; throw him out. His brain is… https://t.co/ulnTWx4y1P,rraina1481,,is this guy on your pay rolls can you pick him up with a pair of tongs throw him out his brain is
,"RT @JoannaCannon: My cousin has passed away from #COVID19 .
I wouldn’t have posted, except to show how this virus is trespassing into all o…",Debstu0,"Shaw, Oldham", my cousin has passed away from covid i wouldn t have posted except to show how this virus is trespassing into all o
,"RT @DFID_RED_GCSD: Talking yesterday about gendered effects of #COVID19 - this is good summary of what known so far.
-biol diffs
-smoking?…",christinebelled,Edinburgh, red gcsd talking yesterday about gendered effects of covid this is good summary of what known so far biol diffs smoking
,Questions and answers relating to delaying annual company accounts during the #coronavirus crisis​​​… https://t.co/TXpHxfmMXJ,TheFCA,London & Edinburgh,questions and answers relating to delaying annual company accounts during the coronavirus crisis
,RT @SEACoronavirus: the King and Queen of Malaysia is now in quarantine after seven staffers in the Istana Negara had tested positive for #…,juragansemangka,, the king and queen of malaysia is now in quarantine after seven staffers in the istana negara had tested positive for
,"RT @tmprowell: HELP! I have a family member in Orange County, CA on a vent in critical condition for #COVID19. We are urgently seeking a pe…",reymontemayor86,"Laredo, TX", help i have a family member in orange county ca on a vent in critical condition for covid we are urgently seeking a pe
,"RT @uoe_online: Tackling the current #globalchallenges ? Access free content from our course ""Critical Thinking in Global Challenges"". Deve…",HoneybHighton,University of Edinburgh/Oxford, online tackling the current globalchallenges access free content from our course critical thinking in global challenges deve
,"RT @KLM: A new update: since the outbreak of the coronavirus, we’ve been monitoring the situation closely and are doing everything possible…",gwendy_hugue,Amacaio de pera , a new update since the outbreak of the coronavirus we ve been monitoring the situation closely and are doing everything possible
,RT @Ahmad1618A: 2/ #COVID19 has demonstrated its ability to overburden the health systems of developed countries. In an area as populated a…,muzahara2,, covid has demonstrated its ability to overburden the health systems of developed countries in an area as populated a
,"RT @MoHFW_INDIA: #IndiaFightsCorona

Let us contribute in the fight against #COVID19.

Know when to practice #HomeQuarantine.

For more inf…",parmark80925501,"Bhuj, India", india indiafightscorona let us contribute in the fight against covid know when to practice homequarantine for more inf
,"RT @RasigargalinSTR: Where is the Party? Aah unga ootla party 🕺
Where is the Party? Aah namma ootla party 🕺

PLEASE STAY AT HOME 🙏🏼 #Social…",i_srimano,, where is the pay aah unga ootla pay where is the pay aah namma ootla pay please stay at home social
,RT @Senaitbitew: I believe #Ethiopia #Africa still has time to learn from others on #Covid19 experience. We have our own  incredible @DrTed…,GetachewSS,"Addis Ababa, Ethiopia", i believe ethiopia africa still has time to learn from others on covid experience we have our own incredible
,RT @ANCALERTS: JUST IN: Marikina City Mayor Marcy Teodoro says DOH disapproved Marikina #COVID19 Testing Center due to location. | via @adr…,_andrandrs,Loki , just in marikina city mayor marcy teodoro says doh disapproved marikina covid testing center due to location via
,"RT @DrRobDavidson: As an ER doc, I'm not surprised by stories of heroism of doctors, nurses, techs &amp; all hospital personnel treating #COVID…",MamaBear64,"San Francisco, CA", as an er doc i m not surprised by stories of heroism of doctors nurses techs all hospital personnel treating covid
,Statement of Policy: Delaying annual company accounts during the #coronavirus crisis https://t.co/KzNXV3yNUD… https://t.co/DjioTifBNo,TheFCA,London & Edinburgh,statement of policy delaying annual company accounts during the coronavirus crisis
,I already signed up in the #UK. We need this kind of a #database in all countries. Who's up to the task in #Finland… https://t.co/phnWIdNxvQ,tapio_ala,United Kingdom,i already signed up in the uk we need this kind of a database in all countries who s up to the task in finland
,"RT @GavinNewsom: Families should not lose their homes because of COVID-19.  Very pleased that Wells Fargo, Citi, JPMorgan, and US Bank have…",fisherpeggy1,, families should not lose their homes because of covid very pleased that wells fargo citi jpmorgan and us bank have
,"RT @BBCNewsnight: “The government should have given funding to existing ventilator manufacturers, and existing companies like us.”

Andrew…",sandcam55,, the government should have given funding to existing ventilator manufacturers and existing companies like us andrew
,RT @USEmbassyTurkey: 📣🇺🇸citizens in🇹🇷: Last night @CDC issued a level 3 health notice for #Turkey due to #COVID19. If you plan to return to…,Tufan_Demir,, citizens in last night issued a level health notice for turkey due to covid if you plan to return to
,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/XEzElmYSaW",caitygill,"London, England",help slow the spread of covid and identify at risk cases sooner by self repoing your symptoms daily even if y
,"RT @HamzaKhalyl: Financial crisis imminent;Trade slows down, export prices go up, small biz suffer, big biz takes over, loans by banks will…",Hakeizz,Maldives, financial crisis imminent trade slows down expo prices go up small biz suffer big biz takes over loans by banks will
,"RT @PeepingMoon: Video: #KatrinaKaif plays cricket with a broom during #Lockdown21, sister #IsabelleKaif gives commentary behind the camera…",Prakash66565111,"Rajasthan, India", video katrinakaif plays cricket with a broom during lockdown sister isabellekaif gives commentary behind the camera
,"RT @thelastanna: I am an emergency physician. My increased exposure means that I have chosen to isolate from my family, to keep them safe.…",seyejohn,Nigeria, i am an emergency physician my increased exposure means that i have chosen to isolate from my family to keep them safe
,"RT @Intergrity56: What do u have to say to all d shady politicians past &amp; present that refused to improve health sector, that left the peop…",Segunr70,"Sango-Ota, Nigeria", what do u have to say to all d shady politicians past present that refused to improve health sector that left the peop
,"#COVID19 Update: 

The Ministry of Public Health reports 111 new cases of COVID-19 in #Thailand today, bringing the… https://t.co/cOjK6GwWSA",prachatai_en,Thailand,covid update the ministry of public health repos new cases of covid in thailand today bringing the
,"NEW EBOOK : Detailed internal information about the presidential campaign of #DonaldTrump, #JoeBiden,… https://t.co/WzkXI7AEUD",DStaikova," Bulgaria ,Varna",new ebook detailed internal information about the presidential campaign of donaldtrump joebiden
,Disease Control and Prevention identified a novel coronavirus (2019-nCoV) as the causative agent of this outbreak.… https://t.co/x7SaoEbmfk,Dr_vinod_Raina,"227 A,Arjun nagar.S.J.En N.Del",disease control and prevention identified a novel coronavirus ncov as the causative agent of this outbreak
,"RT @thelastanna: I am an emergency physician. My increased exposure means that I have chosen to isolate from my family, to keep them safe.…",Boluuua,, i am an emergency physician my increased exposure means that i have chosen to isolate from my family to keep them safe
,RT @chinascio: China expects the upcoming #G20 summit will yield a consensus about jointly combating the global pandemic and stabilizing th…,China_Amb_India,"50-D, Shantipath, Chanakyapuri", china expects the upcoming g summit will yield a consensus about jointly combating the global pandemic and stabilizing th
,"RT @NewscheckerIn: Is this #COVID19 dashboard an official dashboard? No, Bollywood megastar @SrBachchan shares 'Misleading' information, do…",saurabhp151,India, is this covid dashboard an official dashboard no bollywood megastar shares misleading information do
,RT @zubairpbl: Action taken: Chief Secretary Chetan Sanghi has blocked me. #WaysOfAndamanAdmn at the time of #Covid19,AMohammedUnais1,, action taken chief secretary chetan sanghi has blocked me waysofandamanadmn at the time of covid
,"RT @tmprowell: HELP! I have a family member in Orange County, CA on a vent in critical condition for #COVID19. We are urgently seeking a pe…",JuliaKi14,SoCal, help i have a family member in orange county ca on a vent in critical condition for covid we are urgently seeking a pe
