datetime,text
"03:12 (IST), Mar 19","Pursuant to recommendations from the ministry of health, as of today entry into Israel by foreign nationals will not be permitted, even if they have proven the ability to stay in quarantine: Israel Ministry of Foreign Affairs"
"03:11 (IST), Mar 19","PM Modi chairs review meeting, to address nation at 8 pm on ThursdayPrime Minister Narendra Modi on Wednesday chaired a high-level meeting to review the ongoing efforts to contain Covid-19 in India. Prime Minister Modi will address the nation at 8 p.m. on Thursday and is expected to talk about issues relating to COVID-19 and the efforts to combat the pandemic that has claimed more than 7,500 lives across the world. ""Ways to further strengthen India's preparedness (over coronavirus) were discussed. This includes further enhancing testing facilities,"" an official statement after the review meeting said."
12:09 AM,"Britain sets out emergency laws to tackle coronavirus outbreak Britain's government set out emergency legislation on Tuesday to tackle a growing coronavirus outbreak, with measures including giving powers to police and immigration officers to detain people and put them in isolation to protect public health."
11:36 PM,"Ministry of Health & Family Welfare, Government of India issues guidelines for notifying COVID19 affected persons by private institutions.  "
11:33 PM,"West Bengal reports first positive case of coronavirus An 18-year-old man, who recently returned from England, tested positive for novel coronavirus.Making it the first confirmed case in West Bengal, a senior official of the state government said.He started showing symptoms of COVID-19 since morning, following which he was admitted to the isolation ward of the Beliaghata ID hospital here, they said.The man, who had gone to the UK for higher studies, had returned on Sunday.""His swabs were collected and sent for examination. The reports revealed he contracted novel coronavirus,"" the official said."
11:31 PM,"H&M closes all stores in biggest markets Germany and the United States The world's second-biggest fashion retailer said in a statement it was also closing all its stores in Canada, Portugal and Belgium.It said its sales in China, where it has reopened most of its stores, had gradually started to recover, and that it was now focusing on adjusting buying and inventory levels."
11:17 PM,Army sources: First positive case of COVID19 confirmed of an Indian Army jawan (from Ladakh Scouts). Jawan’s father has travel history to Iran. Jawan is being treated while his family including sister&wife have been put in quarantine. Jawan’s father has also tested positive.
11:17 PM,Northeast no longer insulated from COVID-19 West Bengal reports first positive case of coronavirus
11:02 PM,Meghalaya takes urgent measures All tourist spots in the state including parks and recreational areas are advised to remain closed till March 31.
10:36 PM,"Lucknow monuments closed for public over Covid-19 outbreak ""The administration orders to close Bara Imambara, Chhota Imambara, Picture Gallery, and Shahnajaf Imambara with immediate effect till March 31. Violators of order will be liable for punishable action under section 188 of Indian Penal Code,"" the order said."
10:33 PM,"Virus scare: Police asked to shut pubs, dance bars in Mumbai  "
10:27 PM,"WHO calls for 'boldest actions' from European countries in fight against COVID-19 The World Health Organisation (WHO) on Tuesday called upon all European countries to take the ""boldest actions"" in the fight against novel coronavirus.France has officially entered a lockdown, effective from Tuesday morning at 7 am ET as a part of a number of measures announced by French President Emmanuel Macron to fight the spread of coronavirus."
10:14 PM,"Government approves AirAsia flights for Delhi, Vizag to help Indians stranded at Kuala Lumpur airport Media reports said over 200 Indians, mostly students, were stuck at Kuala Lumpur Airport due to the coronavirus outbreak in the country.The government, which on Monday banned the entry of passengers from EU countries, Turkey and the UK from March 18 till March 31. It also closed its doors to those from Afghanistan, the Philippines and Malaysia with immediate effect, according to an additional travel advisory."
10:05 PM,Trump authorized deferral of $300 billion in IRS payments  
10:04 PM,Mnuchin says irs will not charge interest and penalities on deferral for 90 days  
10:01 PM,"J&K: In view of coronovirus, Ramesh Kumar, Chief Executive Officer:  "
10:01 PM,Film bodies have decided to halt shooting of entertainment products from 19th March to 31st March  
09:47 PM,Trump wants to send checks to Americans 'in next two weeks' in effort to curb economic cost of outbreak  
09:41 PM,"French Open tennis tournament postponed due to coronavirus, say organisers: AFP  "
09:33 PM,"Latest from Health Ministry: Total number of passengers screened at airport: 13,54,858Total number of Active COVID 2019 cases across India: 120Total number of Discharged/Cured COVID 2019 cases across India: 14Total number of Deaths due to COVID 2019 across India: 3"
09:29 PM,The situation is bigger than 9/11 for Aviation Industry  
09:27 PM,"Ukrainian shops, restaurants and transport shut down on Tuesday as the country tightened restrictions to contain the spread of the coronavirus, while police arrested five people suspected of trying to rob 100,000 surgical masks at gunpoint in Kiev.  "
09:27 PM,"In the wake of coronaVirus outbreak, the Rock Garden of Chandigarh shall remain closed for general public and tourists with immediate effect till March 31, 2020.  "
09:26 PM,Appreciate the difficult situation of Indian students & other passengers waiting in transit at Kuala Lumpur Airport. We have now approved Air Asia flights for you to Delhi & Visakhapatnam.  
09:25 PM,Trump predicts coronavirus-hit economy will come back very rapidly  
09:24 PM,Ministry of Railways today reviewed the progress of preparedness of Indian Railways & the ongoing efforts to prevent the spread of coronavirus.  
09:22 PM,"Railways has cancelled 76 trains as precaution against the spread of coronavirus and due to low occupancy It has also issued a set of guidelines to zonal railways for its catering staff stating no employee having fever, cough, runny nose or difficulty in breathing.According to officials, central railways cancelled 23 trains, south central railways cancelled 29 trains, 10 trains were cancelled in western railway zone, 9 in south eastern railway zone and 5 in northern railway zone."
09:20 PM,"Government deputes 30 joint secretary and above rank officers to assist state governments on COVID-19 The Centre on Tuesday deputed 30 officers in the rank of Joint Secretary and above to states so that they can effectively deal with the outbreak of coronavirus.The move comes after 137 people so far tested positive and three persons died of the outbreak.""The Government of India deputes 30 officers of Joint Secretary and above level, to assist state governments in effective management of #COVID19india,"" an official spokesperson said."
09:19 PM,"Coronavirus cases rise to 212 in Pakistan amidst conflicting statements on nation's first casualty The number of confirmed coronavirus cases in Pakistan sharply rose to 212 on Tuesday. The report comes amidst conflicting statements by authorities on the nation's first casualty due to the viral infection.The Sindh province is the worst-hit with 172 cases, followed by 15 in Khyber Pakhtunkhwa, 10 in Balochistan, 8 in Punjab, 5 in Gilgit-Baltistan and 2 in Islamabad, officials said."
09:11 PM,"African Nations Championship 2020 postponed due to coronavirus The African Nations Championship 2020 soccer tournament scheduled for April in Cameroon has been postponed indefinitely due to the coronavirus outbreak, the African Football Federation said in a statement on Tuesday."
09:04 PM,Govt deputes 30 joint secretary and above rank officers to assist states on COVID-19  
08:56 PM,"Virus takes a toll on Iran Iran said 135 new coronavirus deaths took the country's overall toll to nearly 1,000 Tuesday, as it curtailed celebrations for a fire festival in a bid to contain the disease"
08:21 PM,"Two COVID-19 cases at World Health HQ Two cases of COVID-19 have been registered at the World Health Organisation headquarters.""We do have two staff confirmed with symptoms of COVID-19,"" spokesman Christian Lindmeier told reporters.""This was last week, Friday and Thursday. They both have gone home. They have self-isolated. They showed symptoms.""Colleagues in the office have been checked and we're waiting for further information on those. Everything so far seems OK with them."""
07:59 PM,Cannot confirm whether more than 250 Indians in Iran have tested positive for COVID-19  
07:51 PM,"Corporate offices in Gurugram should allow employees to work from home till March 31, orders District Magistrate The move comes in view of the rising cases of coronavirus in India and also as a pre-emptive measure.The District Collector of Gurugram has advised all MNCs, IT Firms, Industries, BPOs and Corporate offices to allow their employees to work from home till March 31, 2020.This comes just after India's case count witnessed a steep rise- reaching 137, with Maharashtra becoming the epicentre."
07:40 PM,Latest from DM Gurugram:  
07:39 PM,"District Magistrate Gurugram orders all MNC, IT Firms, Industries, BPO's, Corporate offices situated in Gurugram to allow their employees to work from home till 31st March 2020.  "
07:18 PM,35 trips of 10 trains have been cancelled due to low occupancy in view of COVID19  
07:14 PM,"4 quarantined in Goa for suspected exposure Four people were admitted in the isolation ward of Goa Medical College and Hospital on Tuesday for suspected exposure.Their condition is stable and samples have been sent for testing, an official informed.There is no Covid-19 patient in the coastal state, a tourist haven, as yet.So far, 15,511 passengers have been screened for symptoms at the lone airport here, including 270 on Tuesday."
06:53 PM,So far we have sent 113 samples for testing for #Coronavirus out of which 105 have tested negative. Reports of 5 samples are awaited. 3 positive cases have been reported till now.  
06:53 PM,The Indians who are in Iran are being very well looked after by our mission. The Ambassador is giving lot of attention to them.  
06:52 PM,"Department of Health and Family Welfare Services, Bengaluru:  "
06:51 PM,"Parliamentary Standing Committee for Urban Development today discussed to increase private labs for private hospitals to test #Coronavirus samples. As of now, there are total 65 labs across the country&only 2000 persons can be tested in a day.  "
06:51 PM,"The two men at ITBP (Indo-Tibetan Border Police) camp in Chhawla, Delhi who tested positive for #Coronavirus had come from Milan (Italy), with a batch of 216 other people on 15th March.  "
06:50 PM,Avoid self-medication with ibuprofen against COVID-19 symptoms  
06:46 PM,"With first COVID-19 case, Pondicherry goes in for shutdown Chief Minister V Narayanasamy announced closure of all schools, colleges, cinemas and gymnasium centres in the union territory till this month-end.A 68-year-old woman tested positive in Mahe, an enclave of the union territory in Kerala, and her condition was stable.Sources said the woman had returned from Saudi Arabia after a pilgrimage on March 13.The government has earmarked Rs 7.5 crore to the Revenue Department to procure on emergency basisequipment to rise to any exigency."
06:37 PM,"Deepak Mhaisekar, Divisional Commissioner of Pune: For quarantine facility, we already have 520 beds available with us and we are adding 250 more beds, so we will have 770 beds for quarantine facility now."
06:36 PM,"Trains and buses are essential services so we are not stopping them as of now but if people don't listen to our advice and don't avoid unnecessary travel, then we will think about that too. Next 15-20 days are very crucial for us. Maharashtra CM, Uddhav Thackeray"
06:33 PM,"Thailand tourist tests negative for COVID-19, dies of renal problem in Tamil Nadu: Hospital official  "
06:30 PM,"India should follow 'Social Distancing' in all earnestness : Health Ministry Guidelines on clinical management and dead body management have been updated, said Lav Agarwal, Jt Secy, Ministry of Health.Large number of people who have been quarantined, have already being discharged, underlined Agarwal.Earlier in the day, The Indian Council for Medical Research wished to involve accredited private laboratories for engagement in coronavirus testing facilities to strengthen the diagnosis process for the disease."
06:27 PM,All private labs testing for coronavirus to ensure real time reporting to IDSP and ICMR  
06:26 PM,Tests for coronavirus at private labs should be offered when prescribed by qualified physician as per ICMR guidelines  
06:21 PM,"Italy rushes to promote new doctors to relieve coronavirus crisis Italy will rush 10,000 student doctors into service, scrapping their final exams, in an effort to help the struggling health services.Some 2,158 people have died of the disease in Italy since the outbreak came to light on Feb 21.While the total number of confirmed cases has surged to 27,980, making Italy the worst-hit country outside of China.The crisis has pushed hospitals to breaking point at the epicentre of the contagion in northern Italy.It has left other regions scrambling to strengthen their own health networks as the number of infected rises nationwide."
06:19 PM,"Another #COVID19 positive case confirmed in the state, positive cases toll rises to 5 in the state. The new confirmed patient is an Indonesian not an Indian national; he has a travel history from Delhi to Telangana.  "
06:02 PM,"A 49-year-old person has also been tested positive for COVID19 in Mumbai today; he has travel history to USA. With this, total number of COVID19 cases rises to 41 in Maharashtra.  "
06:01 PM,"Information & PR Department, Punjab:  "
05:36 PM,Total number of confirmed cases across India reaches 137: Health Ministry  
05:33 PM,"A Russian delegation led by Deputy Prime Minister Yury Trutnev has cancelled their visit to India, due to coronavirus. The meeting was expected to be held in March  "
05:32 PM,Air Force spokesperson Group Captain Anupam Banerjee :  
05:31 PM,"Uttarakhand govt declares Covid-19 as epidemic ""Uttarakhand government has declared coronavirus as an epidemic. Medical stores are advised not to sell medicines to people suffering from cold and cough without medical prescription. Masks and hand sanitizers should be sold at MRP only,"" said Pankaj Pandey, Medical Secretary of Health and Medical Education Department."
05:27 PM,"MP couple quarantined for suspected exposure A doctor couple was on Tuesday was quarantined in Ujjain in Madhya Pradesh for suspected exposure to coronavirus.The couple had visited Bangkok recently, Collector Shashank Mishra told PTI.They are in the district quarantine facility.No positive coronavirus case has been reported in Madhya Pradesh so far."
" Mar 19, 2020 18:03","Maha Yagna, prayers held to protect people from COVID-19A maha yagna invoking Lord Shiva and prayers to protect the people from the coronavirus threat were conducted at the Lord Amirthkadeswaratemple in Nagapattinam on Thursday. A total of 108 priests performed the mrityunjaya homam and panchatcharahomam in the presence of the head of Dharmapuram Adheenam Mutt MasillamaniDesiga Paramacharya Swamigal."
" Mar 19, 2020 18:02","Coronavirus: Axis Bank urges customers to use net banking, mobile app instead of visiting branchesPrivate sector lender Axis Bank on Thursday urged its customers to avoid visiting branches in the wake of the coronavirus outbreak and instead, use internet banking, mobile app and chatbot for banking services. In an e-mail sent to its customers, Axis Bank MD & CEO Amitabh Chaudhry said the bank is constantly monitoring the evolving situation around the pandemic and taking ""proactive steps"" to safeguard all employees and customers visiting offices, branches and ATMs."
" Mar 19, 2020 18:02","ICSE board exams postponed in view of coronavirus outbreak In a last minute-decision, the Council for the Indian School Certificate Examinations (CISCE) postponed class 10 and 12 examinations, which were to start from Thursday, in view of the coronavirus outbreak. With the class 12 sociology exam scheduled to be held at 2 pm, the announcement was made at 10 am. The HRD Ministry had on Wednesday ordered the Central Board of Secondary Education (CBSE), National Institute of Open Schooling (NIOS), University Grants Commission (UGC) and the All India Council for Technical Education (AICTE) to postpone their exams till March 31, saying the safety of students and staff were as important as following the exam calendar."
" Mar 19, 2020 17:52","Man fleeing Kerala quarantine centre nabbed from Assam-bound train A man suspected to be infected with coronavirus was nabbed from a Silchar-bound train on Thursday, days after he fled a quarantine facility in Kerala, the Northeast Frontier Railway (NFR) said. The 24-year-old was later admitted to the isolation ward of a hospital in Assam, it said in a statement. Following the incident, all passengers on-board the Sealdah-Silchar Kanchanjunga Express were screened and advised home isolation."
" Mar 19, 2020 17:51","Coronavirus: Delhi Police will not conduct drunken driving test unless someone is visibly drunkAmid coronavirus outbreak, the Delhi Police on Thursday said it will not conduct drunken driving test unless someone is visibly drunk and driving recklessly. They said no drunken driving checking will be conducted unless someone is visibly drunk and driving so recklessly as to endanger his/her or others' life. According to data on drunken driving shared by the Delhi Police, on March 14, only six challans were issued as against 89 on February 14. From March 15-18, a total of eleven challans were issued as against 176 between February 15-18. "
" Mar 19, 2020 17:50","Coronavirus: WB mulling release of life convicts on paroleThe West Bengal jail department is mulling releasing life convicts on parole in the wake of the novel coronavirus outbreak. According to Additional Director General (ADG), Prisons, Arun Gupta, the department is pondering over the idea that whether life convicts who are ""willing and can be sent"", could be released on parole in the backdrop of the coronavirus outbreak. ""Nothing has been decided so far. We are mulling if this can be done, as there are too many prisoners and there is a space constraint."
" Mar 19, 2020 17:50","China reports no new domestic coronavirus cases for first time since outbreak beganChina on Thursday reported no new domestic transmissions of coronavirus for the first time since the deadly virus surfaced three months ago, achieving a milestone in its battle against the pandemic that has brought the country to a grinding halt and caused an unprecedented global health crisis. While no domestic cases were reported, Wuhan, where the outbreak began, still has 6,636 people in hospitals including 1,809 in severe condition and 465 in critical condition, local health commission said. China now faces a greater threat of infections of imported cases, which jumped by 34 on Wednesday with large number of Chinese and foreigners arriving back to join their duties.  "
" Mar 19, 2020 17:49","World wages 'war' on virus as China offers ray of hopeWorld powers were on a war footing against the spiralling coronavirus pandemic on Thursday despite a sign of hope from China where zero new domestic cases were reported for the first time. Italy extended its lockdown after suffering the world's highest single-day death toll while Europe and the United States unleashed nearly a trillion dollars to prop up the teetering global economy. Across the planet, the death toll has risen to over 9,000 with more than 217,000 infections reported, according to an AFP tally based on official sources."
" Mar 19, 2020 17:49","Punjab CM wants Centre to allow corona tests by private hospitalsPunjab Chief Minister Amarinder Singh on Thursday warned of a worsening coronavirus crisis in the country and urging the Centre to allow private hospitals to conduct tests for the virus affliction to ensure its access to all the people. Calling for a national level fight against the pandemic on a war footing, Singh said he will take up the issue of testing by private hospitals and labs with Prime Minister Narendra Modi on Friday during the latter's proposed video conference with all chief ministers. The chief minister also suggested to the Centre to distribute its over 20 million food stocks, stored in Punjab godowns, among the poor whose earnings have been hit due to coronavirus outbreak."
" Mar 19, 2020 17:48","Global economic slowdown, coronavirus to hit residential real estate demand in FY20The global economic slowdown coupled with COVID-19 (coronavirus) pandemic is likely to negatively impact residential real estate demand in the country in current fiscal year, India Ratings has said. According to the rating agency, residential real estate demand is expected to decline in financial year 2019-20 (FY20) after showing a slight improvement over FY2017-2019."
" Mar 19, 2020 17:36",Coronavirus scare: No international flight to land in India from March 22 for 1 week
" Mar 19, 2020 17:15","Coronavirus: 72-year-old dies in Punjab, India's fourth casualtyThe sample of a 72-year-old man, who returned from Germany via Italy a fortnight ago and died at a hospital in Punjab's Nawanshahr district, has tested positive for coronavirus, reported PTI. It is the fourth confirmed death from the novel coronavirus in India."
" Mar 19, 2020 16:51","Gujarat: Coronavirus suspects in home quarantine to wear wrist bandsThe Gujarat government said on Thursday that those undergoing 14-day home quarantine for suspected coronavirus infection will have to wear a coloured wrist band. The announcement was made by Deputy Chief Minister Nitin Patel in the Assembly here.     Patel, who handles the Health portfolio, said this was necessary to stop such persons from violating home isolation norms and going out which can be harmful for others.     ""In some states such persons are stamped on their hands,"" he said, referring to the practice in Maharashtra.    ""On the same lines, we have decided to put coloured bands on the wrists of suspected patients who are under 14-day home quarantine upon return from abroad,"" Patel told the Assembly during a discussion on the coronavirus."
"Mar 19, 2020 16:39 ","India's fuel demand drops 11 pc in March as Covid-19 hits aviation, transport sectors##India's fuel demand drops 11 pc in March as Covid-19 hits aviation, transport sectorsIndia's fuel demand has dropped by a steep 10-11 per cent in the first two weeks of March as the outbreak of coronavirus (Covid-19) led to the cancellation of flights and reduction in industrial activity.      The country had consumed 19.5 million tonnes of petroleum products in March 2019, official data showed. Assuming consumption in two halves of the month was almost the same, as much as 10 million tonnes of fuel was consumed during the first fortnight of March 2019.    ""The petroleum industry is witnessing the impact of coronavirus on sales of all petroleum products. The overall demand for liquid fuels has gone down by 10-11 per cent in the first fortnight of March 2020,"" said Indian Oil Corp (IOC), the country's largest fuel retailer, in a statement."
"Mar 19, 2020 16:27 ","Punjab to suspend public transport from Friday midnight##Punjab to suspend public transport from Friday midnightThe Punjab government on Thursday announced suspension of public transport services from Friday midnight, besides restricting public gatherings to less than 20, in the state, inching closer to a shutdown amid the global outbreak of coronavirus. It has also decided to shut marriage palaces, hotels, restaurants, banquets and dining places, except home delivery services and takeaways in the entire state."
"Mar 19, 2020 16:09 ","Entry of Inter-state transport buses restricted in Chhattisgarh##Entry of Inter-state transport buses restricted in ChhattisgarhThe Chhattisgarh Govt undertook drastic measures as the threat of coronavirus infection looms large. ""Entry of the transport buses coming from other states in Chhattisgarh has been restricted with immediate effect. Operation of all passenger vehicles with All India Tourist Permit has also been stopped till further orders,"" it said."
"Mar 19, 2020 16:04 ","Farooq Abdullah asks PM Modi to restore 4G in Jammu & Kashmir##Farooq Abdullah asks PM Modi to restore 4G in Jammu & KashmirJammu and Kashmir leader Farooq Abdullah has written a letter to Prime Minister Narendra Modi to make available 4G services here, to aid communication and work from home, as various states in the country steadily proceed towards lockdowns to limit the spread of coronavirus."
"Mar 19, 2020 15:58 ",Here's how social distancing works and its benefits in fight against Coronavirus or Covid-19##Here's how social distancing works and its benefits in fight against Coronavirus or Covid-19
"Mar 19, 2020 15:54 ","One employee from Noida office has tested positive for coronavirus: HCL Tech##One employee from Noida office has tested positive for coronavirus: HCL TechIT company HCL Technologies on Thursday said one employee from its Noida office has tested positive for coronavirus. The employee is currently in an isolation ward, the company said in a statement, adding that all prescribed protocols of sanitisation and contact tracing have been done.    ""Unfortunately, one employee from our Noida office has been tested positive for the Novel Coronavirus while he was in self-isolation after his return from international travel and hence our office is following all government and heath advisory protocols,"" HCL Tech said."
"Mar 19, 2020 15:39 ","GoT star Indira Varma tests positive for coronavirus##GoT star Indira Varma tests positive for coronavirus""Game of Thrones"" star Indira Varma reveals that she has tested positive for coronavirus. The Indian-origin actor also played the lead role in Mira Nair's Kamasutra, Gurinder Chaddha's Bride and Prejudice and many other movies and tv series."
"Mar 19, 2020 15:33 ","Chidambaram calls for immediate lockdown of all towns, cities for 2-4 weeks##Chidambaram calls for immediate lockdown of all towns, cities for 2-4 weeksSenior Congress leader P Chidambaram on Thursday called for an immediate lockdown of all towns and cities for 2-4 weeks to contain the spread of coronavirus."
"Mar 19, 2020 15:26 ","Russia registers first coronavirus death##Russia registers first coronavirus deathRussia registered the first death of a patient infected with the coronavirus on Thursday, an elderly woman who had been hospitalised in Moscow, health officials said. The 79-year-old, who had tested positive, was hospitalised on March 13 and had several other conditions including diabetes and heart problems, the Moscow health department said in a statement. She died of pneumonia while being treated in an intensive care unit, it said. People she had contact with have been isolated, the statement added.    ""The elderly patient had a host of chronic diseases,"" Svetlana Krasnova, head doctor at Moscow's hospital No. 2 for infectious diseases, was quoted as saying in the statement.    Moscow Mayor Sergei Sobyanin added on Twitter that ""unfortunately, we have the first loss from the coronavirus infection."" Russia has reported 147 cases of the novel coronavirus, according to official figures Thursday."
"Mar 19, 2020 15:17 ","SpiceJet suspends majority of international operations from March 21-April 30##SpiceJet suspends majority of international operations from March 21-April 30In view of the unprecedented situation arising due to COVID-19, SpiceJet is forced to temporarily suspend majority of its international operations from 21st March till 30th April, 2020. We will resume the suspended flights as soon as the situation normalises.Our Kolkata-Dhaka flight will continue to operate as per schedule. Our Chennai-Colombo flight will restart from the 25th March, 2020 while our Delhi-Dubai and Mumbai-Dubai flights will resume from 16th April, 2020."
"Mar 19, 2020 15:10 ",BREAKING | PM Modi to speak to all CMs via video call at 4 pm tomorrow##BREAKING | PM Modi to speak to all CMs via video call at 4 pm tomorrowPrime Minister Narendra Modi to speak to all Chief Ministers via video call at 4 pm tomorrow. The PM is scheduled to address the nation today evening.
"Mar 19, 2020 15:04 ","Central govt asks 50% of staff to work from home; others to come in staggered shifts##Central govt asks 50% of staff to work from home; others to come in staggered shiftsThe central government has asked 50 percent of its staff to work from home and remaining to attend office. To check coronavirus spread, Centre orders staggered working hours for all its employees who attend office."
"Mar 19, 2020 15:01 ","Coronavirus impact: IndiGo announces pay cuts for employees##Coronavirus impact: IndiGo announces pay cuts for employeesIndiGo has announced salary cuts across various levels of its organisation as revenue severely falls due to weak demand amid coronavirus spread. In a mail written to employees, IndiGo CEO Ronojoy Dutta has said that he will take a pay cut of 25 percent and senior Vice-presidents and above will take a pay cut of 20 percent. All the changes in salaries will come into effect from April 1, 2020."
"Mar 19, 2020 14:52 ","Crypto-market infrastructure creaks amid volatility test##Crypto-market infrastructure creaks amid volatility testBitcoin prices collapsed nearly 40 percent on March 12, the biggest one-day drop since spring 2013, before jumping 16 percent a day later. Volatility raced to its highest in seven years, with volumes across major cryptocurrency exchanges soaring to $30.8 billion on March 12-13, data from industry website CryptoCompare shows -- among the four highest two-day totals on record."
"Mar 19, 2020 14:39 ","Goa to screen domestic travellers at airport##Goa to screen domestic travellers at airportGoa Health Minister Vishwajit Rane on Thursday announced that domestic travellers arriving at the state's Dabolim airport will also be screened for coronavirus infection. Rane along with state health director Jose De Sa, dean of Goa Medical College and Hospital Shivanand Bandodkar and airport director Gagan Malik inspected the airport's screening facility in the early hours of Thursday."
"Mar 19, 2020 14:27 ","First person account: Social distancing in maximum city? Forget about it##First person account: Social distancing in maximum city? Forget about itIt was 6.30 pm and the sky was still lit. Walking towards the Santacruz market, I was figuring out how best to avoid the crowd and avoid contact with anyone or anything apart from what I had to buy. I had my hand sanitiser ready. After all, the last few days had been spent trying to steer clear of the notorious coronavirus: work from home, social distancing for the past four days. Finally today, I stepped out for a short walk and some grocery shopping. CLICK HERE TO READ MORE"
"Mar 19, 2020 14:16 ", 
"Mar 19, 2020 14:07 ", 
"Mar 19, 2020 13:55 ","Coronavirus: Sunder Nagar market shut till March 31; 1st in Delhi##Coronavirus: Sunder Nagar market shut till March 31; 1st in DelhiThe upscale Sunder Nagar market in South Delhi has been closed till March 31 in view of the coronavirus outbreak, the traders' body said on Thursday, becoming the first market to shut down in the capital due to the disease which has left a person dead and sickened 10 people in the city.      ""Under the current situation, we felt that it would be best to close down the market keeping in mind the safety of our members, traders, staff and also our clients who are mostly foreigners,"" said Komal Jain, president, Sunder Nagar Market Traders Association.    ""We will remain closed till 31st of March and review the situation closer to the date,"" he said.    This is the first time in its 80-year history that the market, known for jewellery, handicraft and restaurants, has been shut voluntarily, he added."
"Mar 19, 2020 13:48 ","Digestive symptoms prominent among COVID-19 patients: Study##Digestive symptoms prominent among COVID-19 patients: StudyThe COVID-19 pandemic, caused by the novel coronavirus, may reveal digestive symptoms, including diarrhea, according to a new study that may lead to better diagnosis of the deadly disease in patients who do not show respiratory symptoms to the viral infection.       The research, published in The American Journal of Gastroenterology, noted that nearly half of COVID-19 patients enrolled in the study presented digestive symptoms, such as diarrhea and loss of appetite, and cited them as their chief complaints.    According to the researchers, who were part of the Wuhan Medical Treatment Expert Group for COVID-19 in China, patients with digestive symptoms had a longer gap between the onset of symptoms, and hospital admission than patients presenting only respiratory symptoms."
"Mar 19, 2020 13:40 ","Coronavirus: 6 Singapore-returned persons deboarded from train##Coronavirus: 6 Singapore-returned persons deboarded from trainSix Singapore-returned passengers with 'home quarantine' stamp on their hands were de-boarded from the Gujarat-bound Saurashtra Express at Borivali station in Mumbai on Thursday morning, an official said. The six passengers were travelling to Vadodara from Mumbai Central, a spokesperson of the Western Railway said. The incident occurred a day after four Germany-returned passengers with 'home quarantine' stamp on their hands were forced to de-board from Garib Rath Express at Palghar station after their co-passengers raised an alarm."
"Mar 19, 2020 13:30 ",Rupee plunges 74 paise to hit record low of 75 against dollarThe domestic currency opened lower at 74.95 and further extended to 74.98 per dollar against previous close of 74.26.Get latest Currency online at cnbctv18.com
"Mar 19, 2020 13:19 ","COVID-19: UGC tells universities to postpone exams, suspend evaluation work##COVID-19: UGC tells universities to postpone exams, suspend evaluation workThe University Grants Commission (UGC) directed all universities and affiliated colleges on Thursday to postpone examinations till March-end due to the novel coronavirus pandemic. The evaluation work will be suspended during the period too.""All universities and affiliated colleges should postpone exams till March 31 and suspend evaluation work. Further schedule should be decided following a review of the situation,"" the commission said in an order."
"Mar 19, 2020 13:08 ","Mumbai's Dabbawalas suspend tiffin service till March 31##Mumbai's Dabbawalas suspend tiffin service till March 31And in yet another measure to prevent an explosion of the coronavirus outbreak in Mumbai, the famed dabbawalas have now announced that they will not be delivering any tiffins till March 31 in view of the pandemic threat."
"Mar 19, 2020 12:56 ","75% stocks from BSE100 index trade in the red today. Here are the top intraday losersIn the BSE100 index, around 25 stocks were positive in intraday deals, whereas the remaining 75 gave negative returns up to 26 percent.Get latest Market online at cnbctv18.com"
"Mar 19, 2020 12:47 ","About 25 million jobs could be lost worldwide due to coronavirus: UN##About 25 million jobs could be lost worldwide due to coronavirus: UNNearly 25 million jobs could be lost worldwide due to the coronavirus pandemic, but an internationally coordinated policy response can help lower the impact on global unemployment, according to a UN agency. In its preliminary assessment report titled ""COVID-19 and world of work: Impacts and responses"", the International Labour Organization (ILO) calls for urgent, large-scale and coordinated measures across three pillars - protecting workers in the workplace, stimulating the economy and employment, and supporting jobs and incomes. The ILO said these measures include extending social protection, supporting employment retention (i.e short-time work, paid leave, other subsidies), and financial and tax relief, including for micro, small and medium-sized enterprises. It also proposes fiscal and monetary policy measures, and lending and financial support for specific economic sectors. The economic and labour crisis created by the COVID-19 pandemic could increase global unemployment by almost 25 million, the ILO said."
"Mar 19, 2020 12:38 ","New Covid-19 case in Karnataka; total number of infections 15##New Covid-19 case in Karnataka; total number of infections 15A new novel coronavirus case was reported in Karnataka on Thursday, taking the total number of infections to 15 in the State, Health Minister B Sriramulu said. This is the first COVID-19 infection confirmed in Kodagu, he said. ""This person had returned from Saudi Arabia after a trip. He has been admitted in a designated isolated hospital for treatment and observation,"" the Minister tweeted."
"Mar 19, 2020 12:35 ", 
"Mar 19, 2020 12:32 ","PM Modi working with Maharashtra, says CM Uddhav Thackeray##PM Modi working with Maharashtra, says CM Uddhav ThackerayMaharashtra chief minister Uddhav Thackeray said that Prime Minister Narendra Modi is also working with the state to fight against the epidmeic."
"Mar 19, 2020 12:29 ","CM Uddhav Thackeray: No need to panic, we will fight the pandemic together##CM Uddhav Thackeray: No need to panic, we will fight the pandemic togetherAddressing the media as Maharashtra became the worst-hit state from the novel coronavirus pandemic, chief minister Uddhav Thackeray assured the people to not panic while saying that we will fight the situation together. He said that the people should avoid unnecessary travel during this period and the state government is fighting the virus at their best. He told the people to follow the instructions and guidelines from authorities as the coronavirus cases in the state are rising. The CM also assured the people that there is no scarcity of necessary daily goods and items."
