datetime,text
10:50 AM,"COVID-19: After Samsung, Apple temporarily shuts production in India Apple's manufacturing partners Foxconn and Wistron have temporarily closed their production facilities keeping the safety of the workers and comply with the government's decision at their manufacturing plants."
10:49 AM,"India and US collaborating on combating COVID-19: Ambassador Taranjit Singh Sandhu India and the US are working together on combating the deadly coronavirus and collaboration is underway in the areas of diagnostics and therapeutics of the disease, which so far has taken the lives of more than 20,000 people globally, according to the Indian envoy."
10:48 AM,A total of 800 people who came in contact with the mohalla clinic doctor have been quarantined for 14 days: Delhi Health Minister Satyendar Jain  
10:46 AM,Covid-19 cases in Delhi rise to 36  
10:44 AM,"Restrictions intensified in Kashmir following detection of 4 more COVID-19 cases; total no. 11 The restrictions on the movement and assembly of people continued for the eighth consecutive day on Thursday, the officials said. They added that the authorities tightened the curbs across the valley as four more positive cases -- all from Bandipora district -- were detected on Wednesday. The security forces sealed off many roads and erected barriers to check the movement of people across the valley."
10:43 AM,"M&M along 2 public sector units helping ventilator manufacturer to scale up Mahindra & Mahindra is partnership with two public sector units is working with an existing manufacturer of high-spec ventilators to help them simplify design and scale up capacity,  said Pawan Goenka, MD of Mahindra & Mahindra a few days after the chairman Anand Mahindra announced that the group will offer all possible support to deal with COVID-19 contagion."
10:42 AM,"Chemists start home delivery in Kashmir, supply chain hit due to lockdown The chemists, pharmacists and distributors of the medicine have also circulated their phone numbers in different areas in Valley, so that people could book an order and avail the services. However, many of these chemists and druggists aren’t able to move freely due to restrictions as police and paramilitary forces deployed on ground don’t allow them to pass through the barriers erected all across the Valley."
10:39 AM,Total number of COVID19 positive cases rise to 649: MHA  
10:38 AM,"'New portable COVID-19 test can give results in 50 minutes' Researchers in the UK have designed a portable smartphone-based coronavirus testing kit which they say can provide results for COVD-19 in just 50 minutes after taking a throat swab.The new molecular test could be used to process 16 samples at a time -- or up to 384 samples if using a lab-based detection machine, they said.""The idea behind this is that we need to test NHS staff more quickly, so they can stay at work if they are well, or go home if they're a risk to potentially very vulnerable patients,"" said lead researcher Justin O'Grady, from UEA's Norwich Medical School, which began work on the kit earlier this month."
10:30 AM,Test report of woman who died on Mar 24 tested positive for coronavirus; Maharashtra death toll reaches 4: Health officials  
10:28 AM,"NBT offers free download of books to encourage reading during coronavirus lockdown With people across the country confined to their homes due to the 21-day lockdown to contain the spread of coronavirus, the National Book Trust (NBT) is providing its select and best-selling titles for free download to encourage reading during the period. As part of the #StayHomeIndiaWithBooks initiative, over 100 books are available for download from the NBT website, an autonomous body under the HRD Ministry."
10:27 AM,"In Ahmedabad, the district administration and Amul started a joint effort to home deliver of milk tetrapacks. Amul MD RS Sodhi said that the government is allowing procurement of milk from the village cooperative societies and all its units in the country were operational  "
" Mar 26, 2020 12:51","Finance Minister Nirmala Sitharaman will address the media at 1 pm today. She is expected to announce some measures to boost the economy affected by the COVID-19 crisis. Ahead of the conference, Reuters reported that the government is likely to unveil a $20 billion-plus stimulus package to tackle coronavirus downturn."
" Mar 26, 2020 12:40","Singapore said on Thursday it was planning for a deep recession due to the coronavirus pandemic as its economy suffered the worst contraction in a decade in the first quarter, reinforcing fears global activity will slump sharply this year. Even though Singapore has so far avoided the lockdowns seen in other nations, its economy still shrank 2.2 percent in the first quarter from a year earlier, with heavy hits to services, construction and manufacturing, preliminary readings from trade ministry showed."
" Mar 26, 2020 12:33","Gautam Budh Nagar District Magistrate BN Singh has sealed Ace Golfshire apartments in Sector 150 and Hotel Sandal Suit Sector in Sector 135 till 10am 28th March after tracing of earlier reported Coronavirus positive cases in the area, news agency ANI UP reported in a tweet."
" Mar 26, 2020 12:22","Even as state and central authorities have come together to resolve issues of supply and delivery of essential services including through e-commerce platforms, customers may still find it tough to place orders on these online portals as e-commerce companies are facing a huge backlog of orders, and are working with minimal staff on the ground.After facing massive disruption to services over the last several days as several states went into lockdown, several e-commerce companies including Flipkart and BigBasket had suspended services temporarily. E-commerce players faced issues with the local authorities and the police forcing their warehouses and distribution centres to be shut, while delivery staff were allegedly roughed up in several areas."
" Mar 26, 2020 12:15","Forty-eight people, who had come in contact with the first coronavirus fatality in Kashmir, are in quarantine and authorities are in touch with the states visited by the man to track those who may have been infected by him, an official said on Thursday. The 65-year-old man, hailing from Hyderpora area of the city here, died on Thursday morning -- becoming the first fatality in Jammu and Kashmir due to coronavirus."
" Mar 26, 2020 12:09","Finance Minister Nirmala Sitharaman will soon announce a comprehensive package to deal with coronavirus impact on the economy, PTI reported. The announcement is expected to take place at 1 pm on Thursday, according to an official. Earlier this week, the Finance Minister had said a package is under works and will be announced soon. Prime Minister Narendra Modi last week had constituted a task force headed by the Finance Minister to work out package for economy hit by coronavirus."
" Mar 26, 2020 12:00","A 70-year-old COVID-19 patient died in Gujarat's Bhavnagar district early Thursday morning, a health department officials said. With this, the total number of deaths due to coronavirus in the state has gone up to three, they said.""The 70-year-old man died at a government hospital in Bhavnagar,"" state principal secretary (health) Jayanti Ravi said. Earlier, one patient each from Ahmedabad and Surat had succumbed to the viral infection, she said."
" Mar 26, 2020 11:50","US President Donald Trump has said that the World Health Organization has ""very much"" sided with China on coronavirus crisis, asserting that many people are unhappy with the global health agency and feel that ""it's been very unfair"". President Trump was responding to a question on allegations by Republican Senator Marco Rubio that the World Health Organization (WHO) showed ""favouritism"" to China."
" Mar 26, 2020 11:46","Auto major Mahindra & Mahindra (M&M), along with two large public sector undertakings, is working on a plan to manufacture ventilators. It also plans to simplify the design of the ventilators to scale up its capacity.The government had earlier approached automobile manufacturers as well as auto parts companies to help manufacture ventilators and other medical gear to help in fighting the spread of COVID-19."
" Mar 26, 2020 11:38","In an urgent move towards expanding the coronavirus diagnostics in India, the Indian Council of Medical Research (ICMR) has invited quotations from manufacturers for supply of kits for the testing of COVID-19. The move comes in the wake of the number of coronavirus cases crossing the 600 mark in the country with 13 deaths recorded so far.According to the apex health research body, it will procure seven lakh US FDA-EUA/CE-IVD/ICMR-NIV Pune-approved RNA extraction kits.Any manufacturer with an Indian-based supplier can submit quotations by Thursday 2.30 pm, the ICMR said."
" Mar 26, 2020 11:26","Several public sector banks have announced emergency credit lines to provide liquidity relief to borrowers impacted by the coronavirus spread related lockdown. State Bank of India, Union Bank of India, Bank of India and Indian Bank were the first of the lot to announce these relief schemes."
" Mar 26, 2020 11:17","15,000 litres of fresh milk, 30,000 kg vegetables thrown away: What one-day lockdown costs us"
" Mar 26, 2020 11:09","In an urgent move towards expanding the coronavirus diagnostics in India, the Indian Council of Medical Research (ICMR) has invited quotations from manufacturers for supply of kits for the testing of COVID-19. The move comes in the wake of the number of coronavirus cases crossing the 600 mark in the country with 13 deaths recorded so far. According to the apex health research body, it will procure seven lakh US FDA-EUA/CE-IVD/ICMR-NIV Pune-approved RNA extraction kits. Any manufacturer with an Indian-based supplier can submit quotations by Thursday 2.30 pm, the ICMR said."
" Mar 26, 2020 11:02","As the world anxiously awaits a possible vaccine to prevent thousands of people getting infected from COVID-19 virus, around 35 pharmaceutical companies and institutes are racing against time to create such a vaccine. At least four such companies have already started testing in animals.The science journal of American Association of Advancement in Science (AAAS) reports that Boston based biotech firm, Moderna Therapeutics is speeding the vaccine through an internal safety trial in collaboration with National Institute of Allergy and Infectious Disease."
" Mar 26, 2020 10:45","President Donald Trump wants America to get back to business by Easter, suggesting some efforts to slow the spread of coronavirus outbreak will no longer be needed by then, but Corporate America is taking its lead from health professionals.The president, who is concerned about the economic repercussions of an extended shutdown of nonessential business, said in a television interview on Tuesday that he wanted to see businesses returning to normal by Easter, or April 12.“I would love to have the country opened up and just raring to go by Easter,” he said on Fox News Channel."
" Mar 26, 2020 10:38","Prime Minister Narendra Modi will attend the G-20 conference on the coronavirus pandemic on Thursday through video conferencing.An unprecendented move, the conference has been named G-20 Virtual and is being chaired by Saudi Arabia. It is expected that an action plan will be prepared to fight the coronavirus.According to sources, the video conferencing will take place from 5.30 pm. on Thursday evening till 7 pm."
" Mar 26, 2020 10:27",Coronavirus in India: Kashmir reports first death; Elderly man tests positive in West Bengal
" Mar 26, 2020 10:18","In October 2007, the American Society for Microbiology (ASM) had published an extensive report on the Severe Acute Respiratory Syndrome (SARS) coronavirus or SARS-CoV, stating that a virus could re-emerge from China, and cause a crisis similar to that of the 2003 SARS pandemic.The society, the oldest and largest single life science membership organisation in the world, named Severe Acute Respiratory Syndrome Coronavirus as an agent of emerging and re-emerging infection -- parsed SARS-CoV -- as ""a novel virus that caused the first major pandemic of the new millennium"". Alarmingly, it intimated the presence of a large reservoir of SARS-CoV-like viruses in southern China, which is termed was a 'time bomb' that could go off anytime.The warning that came 13 years ago has the world under lockdown today."
" Mar 26, 2020 10:11","Fifty people were booked for violating coronavirus lockdown stipulations in Uttar Pradesh's Muzaffarnagar district, police said on Thursday.      According to Senior Superintendent of Police (SSP) Abhishekh Yadav, 10 cases were registered against the violators on Wednesday.    ""Strict action will be taken against those found wandering on the roads during the lockdown,"" he warned.    Yadav further said 855 vehicle owners were fined and 97 vehicles seized for lockdown violation."
" Mar 26, 2020 10:04","An elderly man tested positive for the coronavirus in West Bengal, 10th case of the deadly viral disease in the state, health officials said on Thursday. The 66-year-old from Nayabad in Kolkata had no history of traveling abroad or outside the state."
" Mar 26, 2020 09:56","A 65-year-old man hailing from Hyderpora area of the city died on Thursday, becoming the first fatality in Jammu and Kashmir due to coronavirus.      ""As we share the sad news of our first #Covid19 fatality, my heart goes out to the family of the deceased. We stand with you and share your grief,"" Mayor of Srinagar Junaid Azim Mattu tweeted.    Government spokesperson Rohit Kansal also confirmed the death via Twitter."
" Mar 26, 2020 09:48","21-day #TotalLockdown: Checking the pulse of dal, aata, chana supplies"
" Mar 26, 2020 09:41",Just In: The United States Senate on Thursday passed the $2 trillion coronavirus economic stimulus bill with enough support.
" Mar 26, 2020 09:26","Social distancing appears to be slowing the spread of the coronavirus in New York, the epicenter of America's pandemic, Governor Andrew Cuomo has said. In his daily update on efforts to contain the deadly pandemic, Cuomo said on Wednesday that projection rates suggested hospitalisations were increasing at a slower rate than before.""The arrows are headed in the right direction,"" he told reporters.    Cuomo said New York was still ""on the way up the mountain"" and wouldn't meet the peak of declared cases for another three weeks. But he added that projections showed that hospitalizations were now doubling every 4.7 days as opposed to every two days as was the case on Sunday. The state's almost 20 million residents have been confined to their homes since Cuomo ordered all non-essential businesses closed on Sunday."
" Mar 26, 2020 09:19","CNBC-TV18 Market Live: Sensex opens 500 points higher, Nifty above 8,400; IT, pharma indexes gain"
" Mar 26, 2020 09:11","President Donald Trump has approved major disaster declarations on public health for many US states, including worst-hit New York, as the total number of confirmed cases in the country crossed 65,000 mark and more than 1,000 people have died due to the deadly coronavirus.    According to the Johns Hopkins coronavirus tracker, the number of deaths caused by the novel coronavirus in the US rose to 1,031 with 68,572 confirmed cases. The United States has the third highest number of confirmed cases behind China and Italy. In addition to declaring a national emergency, President Trump has approved major disaster declarations for New York, California, Washington, Iowa, Louisiana, North Carolina, Texas and Florida.    This is probably for the first time in recent memory that over half a dozen states have been approved for major disaster declarations on public health. Condition continues to deteriorate in New York City, which has emerged as the epicenter of the COVID-19 in the US."
" Mar 26, 2020 09:04","The number of COVID-19 cases in Madhya Pradesh rose to 20 with five more patients in Indore hospitals testing coronavirus positive, health officials saidon Thursday. The tally includes a Ujjain-based woman, who died on Wednesday in Indore, the officials said. Among the five new cases in Indore, two are women, a government medical college spokesman said.    Curfew has been imposed in seven districts linked to coronavirus positive cases. They include Bhopal, Indore, Jabalpur, Gwalior, Shivpuri, Ujjain and Chhatarpur. No positive case was found in Chhatarpur but the patient found in Gwalior had travel history of Khajuraho in Chhatarpur, they said. As a result, curfew was clamped in Rajnagar and Khajuraho towns of Chhatarpur district, officials said."
" Mar 26, 2020 08:56",President Donald J. Trump will participate in a video teleconference with G20 leaders as part of the ongoing effort to coordinate an international response to the coronavirus pandemic. The G20 leaders video teleconference at 5.30 pm India time today.
"Mar 26, 2020 08:49 ","The number of confirmed cases of the new coronavirus in the United States reached 60,115 on Wednesday while 827 people had died, a tracker run by Johns Hopkins University showed. The tracker showed 600 deaths around 24 hours earlier. The US has the third highest number of confirmed cases behind China and Italy, and the US death rate is now 1.38 percent, based on reported cases.    The true number of infected is believed to be far higher, meaning the real death rate would be lower. The virus has killed more than 20,000 people around the world after it was first identified in central China in late December."
"Mar 26, 2020 08:43 ","Two fresh cases of COVID-19, including a three-year-old boy, have been reported in Telangana, taking the total number of people infected with the virus in the state to 41, according to a government bulletin on Wednesday."
"Mar 26, 2020 08:37 ","Three persons, all with travel history abroad, tested positive for coronavirus in Goa on Wednesday, health department officials said, as the tourist haven joined the states which have reported COVID-19 cases. This is the first time the tourist state has reported coronavirus positive cases. All three are male patients of ages 25, 29 and 55 years. They have travel history of returning to Goa from Spain, Australia and the USA, respectively, the officials said."
"Mar 26, 2020 08:29 ","The rise of COVID-19 in India: Confirmed cases doubling in 3 daysWhen compared to other affected countries, China has flattened the spread curve of the disease and is now taking 42 days for the numbers to double."
"Mar 26, 2020 08:23 ","Cases in Uttar Pradesh rose to 37, including a foreigner.The number of cases in Rajasthan increased to 36, including two foreigners, while the positive cases in Telangana stood at 35, including 10 foreigners. Cases in Delhi rose to 31, including one foreigner. Punjab reported 29 cases while In Haryana, there are 28 cases, including 14 foreigners. Madhya Pradesh recorded 14 cases, Ladakh has 13, while Tamil Nadu has reported 18 cases, including two foreigners.West Bengal and Andhra Pradesh have nine patients each. Chandigarh as well as Jammu and Kashmir have reported seven cases each so far. Uttarakhand has four cases, including one foreigner. Bihar also has four cases."
"Mar 26, 2020 08:18 ","The Union health ministry said Maharashtra has reported the highest number of COVID-19 cases so far at 128, including three foreign nationals, followed by Kerala which has recorded 109 cases, including eight foreign nationals. Karnataka has reported 41 cases of coronavirus patients, while cases in Gujarat rose to 38, including one foreigner."
"Mar 26, 2020 08:12 ","The death toll due to the virus increased to 10 with another death being reported from Maharashtra, according to the data. In its updated figures at 6.45 pm on Wednesday, the ministry stated that Maharashtra has reported three deaths and one death each was reported from Bihar, Karnataka, Gujarat, Punjab, Delhi, West Bengal and Himachal Pradesh."
"Mar 26, 2020 08:07 ","Nearly 90 more coronavirus positive cases were reported in India taking the total number of cases to 606 on Wednesday while the number of deaths was 10, according to health ministry data. The number of active COVID-19 cases stood at 553 while 43 people have been cured, discharged or migrated. The 606 positive cases includes 43 foreign nationals, the ministry said."
"Mar 26, 2020 08:02 ",Welcome to CNBC-TV18.com's live blog on coronavirus pandemic in India and the world. Our team of journalists will keep you abreast with all major trends and developments related to the pademic's spread in India and abroad as well as other related issues.
