,geo,tweet,user_handle,location,cleaned_tweets
476,,RT @vaitor: Korea finished developing the 10 minute Covid-19 diagnostic kit and is now ramping up production. They plan to export 300.000 t…,hugjeehun, 博战-𝗷𝘁 𝘄𝘁 𝗱𝘁 𝘁𝘁, korea finished developing the minute covid diagnostic kit and is now ramping up production they plan to expo t
477,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",hydrosulfric,basking in melanin, dzr me waking up every morning with no covid symptoms
478,,"RT @EdConwaySky: New: An 18 year old has died of #COVID19 in England. 
NHS England: further 37 deaths of people who tested positive for COV…",Jerryfurmanto,UK, new an year old has died of covid in england nhs england fuher deaths of people who tested positive for cov
479,,"RT @MyGlendaleParks: Please keep it #6feetapart in the park for your safety and others. 
Social distancing is just as important when you're…",boogamonster,Cali, please keep it feetapa in the park for your safety and others social distancing is just as impoant when you re
480,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,mohmohamohmoha,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
481,,RT @BulwarkOnline: Watch: All the President’s false promises regarding the tests for COVID-19 https://t.co/352PZlz5DE https://t.co/spD0tZG6…,washington2740,, watch all the president s false promises regarding the tests for covid
482,,RT @SiouxsieW: I explain what level 2 of NZ's #Covid_19 Alert System is in my latest @TheSpinoffTV piece. In her briefing @jacindaardern li…,flickstricks,West Coast of Scotland, i explain what level of nz s covid ale system is in my latest piece in her briefing li
483,,RT @RanaAwdish: Today I had colleagues tell me that they’ve decided they’d rather die at home rather than come in and traumatize their coll…,D2summit,"Summit, NJ", today i had colleagues tell me that they ve decided they d rather die at home rather than come in and traumatize their coll
484,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",Zero_Fabi,, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
485,,"RT @psychdr100: Rand Paul has voted against every virus relief package for America.
NOW MR. PAUL HAS TESTED POSITIVE FOR COVID 19.
He was t…",george27587,"Wake Forest, NC", rand paul has voted against every virus relief package for america now mr paul has tested positive for covid he was t
486,,"RT @costaggini: no..
one...

cleans like Gaston
quarantines like Gaston
no one stops spreading COVID-19 like Gaston",thewordsaremaps,"Berlin, Germany", no one cleans like gaston quarantines like gaston no one stops spreading covid like gaston
487,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,bennerh_,"Pretoria, South Africa", cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
488,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",aelliotb1,, dzr me waking up every morning with no covid symptoms
489,,"RT @ndtv: Suspected #COVID19 passengers on board, AirAsia pilot exits from window. https://t.co/LeWUGHRnWL https://t.co/OXsDdCQ052",miroslavadamekx,#Czexit #Brexit #EndOfEU, suspected covid passengers on board airasia pilot exits from window
490,,RT @LYoussefian: My Canadian friend living in the UK was self-isolating for COVID-19 symptoms. Her visa was about to expire but the Home Of…,janiceplant1,, my canadian friend living in the uk was self isolating for covid symptoms her visa was about to expire but the home of
491,,"RT @steve_hanke: #Venezuela already suffers from #Disease outbreaks of #Measles, #Malaria, &amp; #Socialism. 30% of #Hospitals have no power or…",ahLVv8u1c9eDIgg,, hanke venezuela already suffers from disease outbreaks of measles malaria socialism of hospitals have no power or
492,,RT @BdkHealth: Nepal announces country-wide lockdown from March 23rd. A country with 0 active Covid-19 cases.,vague_species,, nepal announces country wide lockdown from march rd a country with active covid cases
493,,@fara_yousaf IK can guide the nation by telling useful tips how to avoid COVID 19 .He has no magic lamp or ability… https://t.co/kvxTg75uHG,sajawalkhan140,,yousaf ik can guide the nation by telling useful tips how to avoid covid he has no magic lamp or ability
494,,Coronavirus: NCDC confirms three new cases in Lagos - The Nigeria Centre for Disease Control (NCDC) has confirmed t… https://t.co/G5meZAF6ml,ireportnews1,Lagos,coronavirus ncdc confirms three new cases in lagos the nigeria centre for disease control ncdc has confirmed t
495,,"RT @MSNBC: WATCH: George Takei says President Trump calling COVID-19 ""the Chinese Virus"" sends ""a cold chill throughout the Asian-American…",Ldove2017,, watch george takei says president trump calling covid the chinese virus sends a cold chill throughout the asian american
496,,These children on this street got no joy at all. They pester Presido until he's forced to speak on the ravaging Cov… https://t.co/n0g6MvCmKH,Dannysacrosanct,Next to you,these children on this street got no joy at all they pester presido until he s forced to speak on the ravaging cov
497,,"RT @RealAARahman: Statement by His Excellency Governor AbdulRahman AbdulRazaq of Kwara State on COVID-19 pandemic

Dear Kwarans:
 
The welf…",niniolaAz,, statement by his excellency governor abdulrahman abdulrazaq of kwara state on covid pandemic dear kwarans the welf
498,,RT @cliodiaspora: And here’s the Daily Mail actively facilitating the spread of #Covid_19 while directly putting people’s lives at risk. Ta…,poxyboxy,Braintree, and here s the daily mail actively facilitating the spread of covid while directly putting people s lives at risk ta
499,,"RT @ABAIEvents: ABAI ANNUAL CONVENTION GOES FULLY DIGITAL IN RESPONSE TO COVID‐19
https://t.co/2Z7gyIXI8N",AFisch85,"Salt Lake City, UT", abai annual convention goes fully digital in response to covid
500,,"RT @freeblackgirl: Independent bookstores were on the upswing—until COVID-19 came. Helping bookstores stay afloat, especially so many are i…",rollwithheather,Toronto, independent bookstores were on the upswing until covid came helping bookstores stay afloat especially so many are i
501,,"RT @MSNBC: New York state coronavirus cases rise to 15,168, with 114 deaths, Gov. Cuomo says.

https://t.co/BPWW0I4jWN",gildur09,Canada, new york state coronavirus cases rise to with deaths gov cuomo says
502,,Public Health Officials Announce First COVID-19 Death in McLean County     https://t.co/6Ig8PJC8f1,Cities929,"Normal, IL",public health officials announce first covid death in mclean county
503,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",itsdemz_hoe,📍214, dzr me waking up every morning with no covid symptoms
504,,RT @seawatch_intl: Virologists say that washing hands for 20-30 seconds several times a day reduces the risk of infection. This is impossib…,SCobham,, intl virologists say that washing hands for seconds several times a day reduces the risk of infection this is impossib
505,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,kcisc,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
506,,RT @SiouxsieW: I explain what level 2 of NZ's #Covid_19 Alert System is in my latest @TheSpinoffTV piece. In her briefing @jacindaardern li…,mooloomm,"Pretoria, South Africa", i explain what level of nz s covid ale system is in my latest piece in her briefing li
507,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,samanabbasi1,Islamabad, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
508,,"RT @LouisianaGov: Today, I am issuing a statewide Stay at Home order that goes into effect at 5 p.m. Monday, March 23, to further fight the…",RatchetRicFlair,"Ratchet City, LA", today i am issuing a statewide stay at home order that goes into effect at p m monday march to fuher fight the
509,,RT @TheQuint: German Chancellor Angela Merkel has gone into quarantine after being informed that a doctor who administered a vaccine to her…,aapsur,"New Delhi, India", german chancellor angela merkel has gone into quarantine after being informed that a doctor who administered a vaccine to her
510,,"RT @John_Hudson: The first American ambassador confirmed to have COVID-19 is Andrew Young, our man in Burkina Faso",Pooz1969,"Pennsylvania, USA", hudson the first american ambassador confirmed to have covid is andrew young our man in burkina faso
511,,"RT @nowthisnews: Katie Porter's sister, a doctor, is breaking down how staying in can save lives during the COVID-19 crisis https://t.co/9q…",daftmisc,, katie poer s sister a doctor is breaking down how staying in can save lives during the covid crisis
512,,"This is why I cancelled my LGBTQ2S+ health Q&amp;A panel last week

https://t.co/a8aV4np6Cp",westcoastalice,Treaty 6 territory,this is why i cancelled my lgbtq s health q a panel last week
513,,"RT @briantylercohen: Cuban doctors get a standing ovation as they arrive at an airport in Italy to help fight COVID-19.
https://t.co/Qa7ulh…",imraansiddiqi,"Phoenix, AZ", cuban doctors get a standing ovation as they arrive at an airpo in italy to help fight covid
514,,@waliedesq @JustinTrudeau @ErinOTooleMP I do not want @ErinOTooleMP on the COVID-19 committee.,Gatwick_2013,,i do not want on the covid committee
515,,RT @MehrTarar: The first phase of the 300-bed specialised field hospital for treatment of COVID-19 in Lahore will be operational in 48 hour…,ChauvinistPaki,Undisclosed, the first phase of the bed specialised field hospital for treatment of covid in lahore will be operational in hour
516,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",mbadsyo,, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
517,,"Trump loves to tout red tape cuts, but $40 million for Natives to fight COVID-19 stuck in Catch-22 https://t.co/5gnLK89GYt",moonlitwomyn1,Outer Space,trump loves to tout red tape cuts but million for natives to fight covid stuck in catch
518,,"RT @HYVEE7: RECAP: COVID-19 has made its way to the Royals.

GAME OVER, EU.

#QAnon https://t.co/qYaCrFX6RZ",samkennedy77,, recap covid has made its way to the royals game over eu qanon
519,,RT @AsmaZhk: Can anyone from Lahore confirm about Jinnah hospital being heavily contaminated with COVID-19? https://t.co/dB1MOKpzMQ,Ali1979Zulfaqar,, can anyone from lahore confirm about jinnah hospital being heavily contaminated with covid
520,,"RT @nbvneverquits: I do not wish that COVID-19 kills any person, good or bad; but I wish that it kills the political careers and ambitions…",ShaKeithbaby,, i do not wish that covid kills any person good or bad but i wish that it kills the political careers and ambitions
521,,RT @Owen_1906: BREAKING NEWS: Covid-19 immediately leaves England after seeing this terrifying flag,theestalliii,, breaking news covid immediately leaves england after seeing this terrifying flag
522,,RT @moco_wbca: The  #MCPS #4ASouthDivision #CoachOfTheYear is Kate Blanken of @WCHSgirlsBB! Bulldogs dominated @MCPSAthletics play &amp; reache…,WCHSgirlsBB,"Potomac, MD", wbca the mcps asouthdivision coachoftheyear is kate blanken of bulldogs dominated play reache
523,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",afalk62,Central NJ, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
524,,RT @Jesse_Norman: Attention all engineers! The Government has now published specifications for manufacture of ventilators. Please share and…,s9tmt,manchester, norman attention all engineers the government has now published specifications for manufacture of ventilators please share and
525,,"🇺🇸Stay Strong Mr Paul... Its beatable, even at our age🇺🇸
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
Rand Paul Has Coronavirus: Confirms COVID-19 D… https://t.co/MYJAegGAl0",Cheryl50526740,USA,stay strong mr paul its beatable even at our age rand paul has coronavirus confirms covid d
526,,RT @Devil19900: Whole Punjab is under attack by Covid-19 and Incompetent Bajwa regime,Hooked_Booze,"Tulebras, España", whole punjab is under attack by covid and incompetent bajwa regime
527,,"RT @ZhugeEX: 1. If you're impacted by disruptions/cancellations/unemployment due to COVID-19, drop your gofundme, paypal, venmo, cashapp et…",DrawnVitus,Spira | He/him, if you re impacted by disruptions cancellations unemployment due to covid drop your gofundme paypal venmo cashapp et
528,,"RT @mitchellvii: 7 people have died from COVID-19 in Australia.  They just closed the country.

Nuts.",rainestopper,, people have died from covid in australia they just closed the country nuts
529,,RT @kasie: So many questions now about how the Senate can go forward without putting its members at risk of getting — or spreading — COVID-…,TalkinToU,"If I'm not there, I'm here.", so many questions now about how the senate can go forward without putting its members at risk of getting or spreading covid
530,,"RT @wsly_dzr: Me waking up every morning with no covid-19 symptoms
 https://t.co/MOss5RdXof",jaydenrodrigxez,"Chicago, IL", dzr me waking up every morning with no covid symptoms
531,,First COVID-19-related death in Utah reported https://t.co/VE3FYHUyKD,mshenefelt,"Ogden, Utah",first covid related death in utah repoed
532,,"RT @schestowitz: ""The aim to to have something that can be made simply in many places around the world – to be used only when not enough ‘p…",schestowitz,North Pole, the aim to to have something that can be made simply in many places around the world to be used only when not enough p
533,,RT @CityNews: Brampton mayor Patrick Brown says an employee at a Tim Hortons in the city has tested positive for COVID-19. https://t.co/qEX…,Vickaric,, brampton mayor patrick brown says an employee at a tim hoons in the city has tested positive for covid
534,,"RT @regionofpeel: After investigations, customers at a @TimHortons/@petrocanada in north Brampton are not at risk of COVID-19. All close co…",proctosa,Toronto Canada, after investigations customers at a in noh brampton are not at risk of covid all close co
535,,RT @gmanews: Robredo urges mass testing for COVID-19 https://t.co/ePQe4NDZta,mallillinemman,, robredo urges mass testing for covid
536,,"RT @badseedbook: @nytimes @inthebasement If Covid-19 is the #ChineseVirus, then Trump is definitely the #AmericanVirus.
#WorstPresidentInHi…",feistsheindlin1,"Edmonton, Alberta", if covid is the chinesevirus then trump is definitely the americanvirus worstpresidentinhi
537,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",BeachwoodReport,Chicago, during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
538,,RT @nailainayat: Gilgit-Baltistan doctor Usama who tested positive for Covid-19 and was on the ventilator for two days passes away. He was…,shelly23ahlawat,, gilgit baltistan doctor usama who tested positive for covid and was on the ventilator for two days passes away he was
539,,"RT @TeaPainUSA: FUN FACT: Trump was originally briefed on COVID-19 three months ago.

That's right.  THREE MONTHS AGO.",marionbiss,, fun fact trump was originally briefed on covid three months ago that s right three months ago
540,,"RT @jaketapper: TAMPA, Fl. (WFLA) — Five University of Tampa students are recovering after testing positive for COVID-19 during spring brea…",OverUnderClover,"Crawfordsville, IN", tampa fl wfla five university of tampa students are recovering after testing positive for covid during spring brea
541,,RT @bobehayes: My 96-year-old mom tested positive for #Covid_19. She's got a cough and slight fever. Her nursing home is under quarantine;…,reenafndy,she/her 🏳️‍🌈, my year old mom tested positive for covid she s got a cough and slight fever her nursing home is under quarantine
542,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,huizargio,SJ, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
543,,"RT @vinnybelfast: Went to see my mum today. 
Sat outside her house while she sat inside. 
Chatted for a while through the divide until it g…",karenenglish06,Northern Ireland, went to see my mum today sat outside her house while she sat inside chatted for a while through the divide until it g
544,,RT @FrankFigliuzzi1: Proceed with caution: Smartphones could help us track the coronavirus – but at what cost? | Technology | The Guardian…,juliabhaber,"New York, NY", proceed with caution smaphones could help us track the coronavirus but at what cost technology the guardian
545,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",silkiesilk,Lagos, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
546,,"RT @BillyCorben: At prior emergency meeting, Culpepper said his son discovered coronavirus “cure” on website that sells “nano ozone vapor”…",twinshowell,, at prior emergency meeting culpepper said his son discovered coronavirus cure on website that sells nano ozone vapor
547,,"RT @kurteichenwald: Why Americans will cause one of the  worst COVID-19 outbreaks.

A. A vast majority are self-centered and ignorant, beli…",swissmissdis,, why americans will cause one of the worst covid outbreaks a a vast majority are self centered and ignorant beli
548,,"RT @grimm_resist: Rand Paul has tested positive for COVID-19. Since he voted against legislation to combat it, he shouldn't receive any tre…",MojackMarine,, resist rand paul has tested positive for covid since he voted against legislation to combat it he shouldn t receive any tre
549,,"RT @UQ_News: COVID-19 VACCINE UPDATE:

The long days in the lab have paid off. 

A #UQ team has met a key milestone in their fast-tracked r…",ShonexShonson,, news covid vaccine update the long days in the lab have paid off a uq team has met a key milestone in their fast tracked r
550,,"RT @batman121913: 4/ Chloroquine HAS been approved by the FDA for malaria treatment, and it has been around for over 80 years. Preliminary…",Diane_s1042,Way North of Hollywood, chloroquine has been approved by the fda for malaria treatment and it has been around for over years preliminary
551,,"RT @ACLU: To protect our right to vote and our health during COVID-19, Congress must allocate at least $3 billion in funding to states now…",JenPetterson,Planet 🌍 Earth, to protect our right to vote and our health during covid congress must allocate at least billion in funding to states now
552,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",frvgrgbe333,, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
553,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",aparna1218,"New York, NY", during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
554,,"RT @awstar11: This is an excellent thread.  

This outlines the root causes of what went wrong in the US COVID-19 response",PeterNY15,"Westchester County, NY", this is an excellent thread this outlines the root causes of what went wrong in the us covid response
555,,"RT @News24: JUST IN: South Africa has 274 confirmed cases of coronavirus | #CoronavirusinSA #Covid19InSA

https://t.co/iJ9sMt4Zot https://t…",Gloriam74333,"Johannesburg, South Africa", just in south africa has confirmed cases of coronavirus coronavirusinsa covid insa
556,,RT @charlesornstein: Trump’s push to use hydroxychloroquine to treat COVID-19 has triggered a run on the drug. Healthy people are stocking…,oldmantea,San Francisco, trump s push to use hydroxychloroquine to treat covid has triggered a run on the drug healthy people are stocking
557,,"RT @AlisonMoyet: My beloved daughter-in-law, Dr. works front line Covid 19 triage and is just back returned from sickness, desperately want…",kristineltaylo2,, my beloved daughter in law dr works front line covid triage and is just back returned from sickness desperately want
558,,RT @kkirkup: Prime Minister Justin Trudeau confirmed today the House of Commons will be recalled on Tuesday to move ahead with emergency le…,divahustle,Some where secluded, prime minister justin trudeau confirmed today the house of commons will be recalled on tuesday to move ahead with emergency le
559,,"RT @News24: JUST IN: South Africa has 274 confirmed cases of coronavirus | #CoronavirusinSA #Covid19InSA

https://t.co/iJ9sMt4Zot https://t…",Nellie_Mati,, just in south africa has confirmed cases of coronavirus coronavirusinsa covid insa
560,,"RT @elliswes: hey guys I’m having a tough time deciding who to believe. On one hand, the most prestigious doctors in the world are saying C…",Pranay190295,, hey guys i m having a tough time deciding who to believe on one hand the most prestigious doctors in the world are saying c
561,,"RT @COsweda: But COVID-19 shows again that there are no guarantees.

I don't EXPECT anything to happen. I'll just go through the process to…",mattbdogg,Winding your way down on..., but covid shows again that there are no guarantees i don t expect anything to happen i ll just go through the process to
562,,"RT @UWVirology: Need to be careful interpreting this, but the WA positivity rate (&lt;7%) is lower than many other states. Hoping WA can keep…",Jaqcd,, need to be careful interpreting this but the wa positivity rate is lower than many other states hoping wa can keep
563,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",FayeKost,, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
564,,RT @cottoncandaddy: my favourite consequence of the covid-19 societal lockdown is aquarium penguins roaming around freely and when this is…,veemamaa,, my favourite consequence of the covid societal lockdown is aquarium penguins roaming around freely and when this is
565,,RT @old_gregg8: covid-19 has really displayed who in my life believes there wants are more important than the health and safety of others,taasclp,United States, gregg covid has really displayed who in my life believes there wants are more impoant than the health and safety of others
566,,"RT @Chellaney: Taiwan, which instituted COVID-19 preventive measures before any country, said it alerted WHO on Dec. 31 to human-to-human t…",mwh_Pramod,Bharat #IAmWithModi , taiwan which instituted covid preventive measures before any country said it aleed who on dec to human to human t
567,,"RT @Remon_Maheer: All respect to all medical staff around the world
You deserve the biggest crowns 👑
#COVID19NIGERIA #Covid_19 #italya10 ht…",Remon_Maheer,"Cairo, Egypt", maheer all respect to all medical staff around the world you deserve the biggest crowns covid nigeria covid italya ht
568,,"RT @AugieNash: I'm at Sam's Club

Older couple in 70's checking out

Cashier asks if they found everything they needed

Lady said no - need…",PaulWuster,United States, i m at sam s club older couple in s checking out cashier asks if they found everything they needed lady said no need
569,,Really gripping my shit how hypocritical people are being with slating people for going for walks in public areas due to Covid-19 🥱🥱,serencarpenterx,"Wales, United Kingdom",really gripping my shit how hypocritical people are being with slating people for going for walks in public areas due to covid
570,,"RT @FOX59: 12-year-old girl with COVID-19 is on ventilator and fighting for her life, family says https://t.co/0UxsM6xd8Q",EmilyRi39804648,"Indiana, USA", year old girl with covid is on ventilator and fighting for her life family says
571,,"RT @seungminkim: During the Senate GOP lunch today, Moran told colleagues that Rand was at the gym this morning, per two sources briefed on…",DouglasLMo1,"New York, NY", during the senate gop lunch today moran told colleagues that rand was at the gym this morning per two sources briefed on
572,,RT @ibusolih: Thank you PM @narendramodi for taking the initiative on this important endeavor. Covid 19 requires collective effort to defea…,Saif92703538,, thank you pm for taking the initiative on this impoant endeavor covid requires collective effo to defea
573,,"RT @LtGovDelhi: For preventive measures to contain spread of covid-19 outbreak, directions have been issued for lockdown in the whole terri…",mishr_ankesh,"New Delhi, India", for preventive measures to contain spread of covid outbreak directions have been issued for lockdown in the whole terri
574,,"RT @kurteichenwald: Why Americans will cause one of the  worst COVID-19 outbreaks.

A. A vast majority are self-centered and ignorant, beli…",MacDonaldBaras1,"Nairobi, Kenya", why americans will cause one of the worst covid outbreaks a a vast majority are self centered and ignorant beli
575,,"When COVID-19 hits the Imperial Barracks 🦠🧟‍♂️

#COVIDー19 #COVID19 #coronavirus #starwars #toyphotography https://t.co/uQmbbv6Sf0",Sirdork730,"Clifton Park, NY",when covid hits the imperial barracks covid covid coronavirus starwars toyphotography
576,,"RT @khaleejtimes: #StayHomeUAE: For yourself, for your loved ones, for the nation. 

If you are #stayinghome, tell us how is it going. 

Po…",leeroy_stefan,United Arab Emirates, stayhomeuae for yourself for your loved ones for the nation if you are stayinghome tell us how is it going po
577,,RT @IngrahamAngle: Fact: Reports of successful use of hydroxychloroquine + azithromycin to treat COVID-19 are NOT merely “anecdotal.” Sayin…,CHKrupinski,"Austin, TX", fact repos of successful use of hydroxychloroquine azithromycin to treat covid are not merely anecdotal sayin
578,,"RT @DrRJKavanagh: Check out this headline.

The man released from Rikers Island, who does NOT have COVID-19, was the VICTIM of the robbery.…",DominaDracone,Louisiana , check out this headline the man released from rikers island who does not have covid was the victim of the robbery
579,,"RT @dalepd: What's 'Plan C' for COVID-19? A grassroots uprising of makers, engineers and others are creating a backup plan for the backup p…",terrie,"Santa Rosa, CA", what s plan c for covid a grassroots uprising of makers engineers and others are creating a backup plan for the backup p
580,,"RT @RulaAmin: Very well put                                             For now, this is the most  effective  strategy to fight @COVID-19",susie_worm,, very well put for now this is the most effective strategy to fight
581,,"RT @costaggini: no..
one...

cleans like Gaston
quarantines like Gaston
no one stops spreading COVID-19 like Gaston",teeuhh,"Manhattan, NY", no one cleans like gaston quarantines like gaston no one stops spreading covid like gaston
582,,"RT @aginnt: For those looking to read my article on #COVID19 , 

Evidence over hysteria - COVID-19  

It is reposted here - https://t.co/qo…",chappers330,United Kingdom, for those looking to read my aicle on covid evidence over hysteria covid it is reposted here
583,,RT @RebHarms: Turkish prisons are severely overcrowded. EU#Turkey Report 2018:“Overcrowding and deteriorating prison conditions continued t…,huseyindemir58,, turkish prisons are severely overcrowded eu turkey repo overcrowding and deteriorating prison conditions continued t
584,,@brianklaas Exactly surrounding yourself with yes men does no one good but yourself. And now America is learning th… https://t.co/BhR9WmEZGw,ImdoneMike,"Ontario, Canada",exactly surrounding yourself with yes men does no one good but yourself and now america is learning th
585,,RT @Tucson_Police: STOLEN COVID-19 TEST KITS. The pictured suspect stole 29 unused test kits from the El Rio Health Clinic. Anyone w/inform…,Lehigh389,, police stolen covid test kits the pictured suspect stole unused test kits from the el rio health clinic anyone w inform
586,,"RT @USArmy: No matter the threats confronting the #USA, the #USArmy will be there. 

Right now, the Army has an all-out effort to combat #C…",PunkinDyer,, no matter the threats confronting the usa the usarmy will be there right now the army has an all out effo to combat c
587,,"First Nations, Métis, Inuit.  Urban, rural, remote.  Social distancing is the way we will #FlattenTheCurve https://t.co/wHEflQVUMf",Carolyn_Bennett,"Toronto, Canada",first nations m tis inuit urban rural remote social distancing is the way we will flattenthecurve
588,,RT @RandPaul: Senator Rand Paul has tested positive for COVID-19. He is feeling fine and is in quarantine. He is asymptomatic and was teste…,PrayIdaho,"Idaho, USA", senator rand paul has tested positive for covid he is feeling fine and is in quarantine he is asymptomatic and was teste
589,,"RT @LouisianaGov: Today, I am issuing a statewide Stay at Home order that goes into effect at 5 p.m. Monday, March 23, to further fight the…",BarryCarollee,"Louisiana, USA", today i am issuing a statewide stay at home order that goes into effect at p m monday march to fuher fight the
590,,"RT @SiouxsieW: Heard of #FlattenTheCurve &amp; #StopTheSpread? Well, this is the graphic everyone needs to understand. We all have to change ou…",MarenWalterHB,"Bremen, Deutschland", heard of flattenthecurve stopthespread well this is the graphic everyone needs to understand we all have to change ou
591,,"RT @LinusTech: In today's video, we show how you can help fight the COVID-19 pandemic with just your computer by running Folding@Home. Chec…",gav2k30,"Manchester, England", in today s video we show how you can help fight the covid pandemic with just your computer by running folding chec
592,,"RT @JordanSchachtel: United States COVID-19 deaths as a % of individuals who tested positive, updated:

3/16: 1.84%
3/17: 1.70%
3/18: 1.62%…",Peiffer_Farms,"Winterset, IA", united states covid deaths as a of individuals who tested positive updated
593,,"RT @thotscholar: What.

https://t.co/QxCXwffSjL",gothbabymama,, what
594,,"RT @dustin_SFA: My wife and I pastor a church in Sheridan, Arkansas. We have struggled to have children, but today my wife is 13 weeks. We…",Denisse__eli,Southern Cali, sfa my wife and i pastor a church in sheridan arkansas we have struggled to have children but today my wife is weeks we
595,,RT @mitchellvii: How long before COVID-19 is beaten in the USA?,hickory66,Ga/MS/WV, how long before covid is beaten in the usa
596,,"RT @2017StuffISaw: @Medium removed this long informative post on the stats about Covid, and Tw@tter are putting a warning when you click th…",00_jackie,, removed this long informative post on the stats about covid and tw are putting a warning when you click th
597,,"Tune in to @globalbc News at Noon or @BC1 Monday, March 23rd to hear BC Premier @jjhorgan provide an update on the… https://t.co/xVcZqXsCPj",NeetuGarcha,"Vancouver, British Columbia",tune in to news at noon or monday march rd to hear bc premier provide an update on the
598,,RT @francesleach_: Cuban doctors arriving into Italy to support the fight against Covid-19. Throughout most pandemics of the 21st century C…,adrienneleigh,, cuban doctors arriving into italy to suppo the fight against covid throughout most pandemics of the st century c
599,,"RT @theshauryasingh: This is how pandemics spread. Also this is how you do your bit to stop this. 

#Covid_19india #COVID19outbreak #corona…",GaaboPR,Borínquen, this is how pandemics spread also this is how you do your bit to stop this covid india covid outbreak corona
600,,RT @nycgov: .@NYCMayor hosts a press conference on COVID-19:,themikebar3,"Massachusetts, USA", hosts a press conference on covid
601,,"RT @LouisianaGov: Today, I am issuing a statewide Stay at Home order that goes into effect at 5 p.m. Monday, March 23, to further fight the…",mykal_vincent,225., today i am issuing a statewide stay at home order that goes into effect at p m monday march to fuher fight the
602,,RT @EFF: We’re all in this together. Take care of each other by safeguarding each others’ physical *and* digital health. https://t.co/mFrrv…,RossCatrow,RVA, we re all in this together take care of each other by safeguarding each others physical and digital health
603,,"Someone said: Imagine getting rid of Covid-19 and then China releases Covid-19 S PLUS 

😫😫",JamaNuur1,"Barcelona, Spain",someone said imagine getting rid of covid and then china releases covid s plus
604,,RT @lraitt: The Chancellor of Germany does her own Covid 19 shopping. 1 package of of toilet paper and 4 bottles of wine. Sounds about righ…,henryking507,, the chancellor of germany does her own covid shopping package of of toilet paper and bottles of wine sounds about righ
605,,"RT @MarcACaputo: Florida pol (Okeechobee Co. Commish Bryant Culpepper) said blowing a hairdryer up your nose can help fight coronavirus

He…",chinagirl1783,, florida pol okeechobee co commish bryant culpepper said blowing a hairdryer up your nose can help fight coronavirus he
606,,"RT @jidesanwoolu: This work-from-home excludes our first responders, medical personnel, fire fighters, members of emergency services, those…",chunchine5,"Ikeja, Nigeria", this work from home excludes our first responders medical personnel fire fighters members of emergency services those
607,,RT @MarisaKabas: Rand Paul went to the senate swimming pool AFTER getting tested for covid-19. Like a fucking psychopath. https://t.co/Iq67…,votejenngray,"Irondale, AL", rand paul went to the senate swimming pool after getting tested for covid like a fucking psychopath
